source	target	weight
98004	3126	0.5208461538461538
98004	1759	0.0005384615384615
98004	2113	0.0
98004	1729	8.105545454545455
98004	2480	0.014
98004	1999	0.531875
98004	1762	0.0
98004	3072	0.0
98004	2729	0.0
98004	2059	0.004
98004	2388	0.0
98004	2017	12.176923076923076
98004	2458	0.0564615384615384
98004	2156	0.0617692307692307
98004	1903	0.7076923076923076
98004	1968	0.5694615384615385
98004	2055	0.1722307692307692
98004	2863	0.0088846153846153
98004	2532	0.0
98004	2335	12.185714285714283
98004	3016	0.0
98004	2748	0.00224
98004	2660	25.07692307692308
98004	3146	80.92307692307692
98004	1764	67.6923076923077
98004	1735	105.0
98004	3123	72.23076923076923
98004	1881	34.23076923076923
98004	2797	17.0
98004	2864	50.53846153846154
98004	3182	64.84615384615384
98004	2500	30.15384615384616
98004	1874	82.07692307692308
98004	3017	322.7692307692308
98004	1887	155.23076923076923
98004	2927	67.53846153846153
98004	1792	61.53846153846154
98004	2666	84.84615384615384
98004	1805	0.6153846153846154
98004	1980	5.857142857142857
98004	2342	3.0
98004	1728	6.75
98004	3246	7.5
98004	1791	0.0
98004	2173	0.0
98004	2674	0.0
98004	2630	0.0
98004	2363	34.6
98004	2431	0.008
98367	3209	100.0
98367	2082	40.0
98367	2006	0.33
98367	2877	5.0
98367	2554	11.0
98367	1855	2.0
98367	3166	0.07
98367	2843	0.04
98367	3126	0.47
98367	2113	0.0
98367	1762	0.0
98367	2017	0.0
98367	2458	0.001
98367	2156	0.0
98367	1903	0.0
98367	1968	0.13
98367	2055	0.005
98367	2863	0.00525
98367	2532	0.0
98367	2660	4.0
98367	3146	12.0
98367	1764	10.0
98367	1735	19.0
98367	3123	13.0
98367	1881	6.0
98367	2797	6.0
98367	2864	9.0
98367	3182	12.0
98367	2500	4.0
98367	1874	14.0
98367	3017	47.0
98367	1887	50.0
98367	2927	14.0
98367	1792	9.0
98367	2666	13.0
98367	1805	0.0
98675	1903	4.5
98675	3265	6250.0
98675	1789	2600.0
98675	2082	2342.9
98675	2877	153.8
98675	2554	1154.9
98675	1855	26.4
98675	3077	3.1
98675	2843	0.85
98675	2215	737.5
98675	3126	6.1
98675	3258	1.2
98675	1914	26040.0
98675	3112	7560.0
98675	2846	5040.0
98675	2757	60.0
98675	2816	135.0
98675	2424	322.5
98675	1729	3.4
98675	2006	41.6
98675	3191	315.0
97673	3209	99480.0
97673	2438	0.0
97673	3163	0.0
97673	1911	0.0
97673	2747	0.0
97673	2643	0.0
97673	2082	4.0
97673	2006	0.0
97673	2877	3.0
97673	2554	5.0
97673	1855	2.0
97673	3166	0.01
97673	2843	0.001
97673	3126	0.0
97673	1759	0.0
97673	2113	0.824
97673	1729	0.193
97673	2480	0.0
97673	1999	1.4
97673	2781	0.0018
97673	1762	0.0018
97673	3072	0.0
97673	2729	0.0
97673	2017	0.0
97673	2458	0.001
97673	2156	0.005
97673	1903	0.003
97673	1968	0.01
97673	2055	0.001
97673	2863	0.0
97673	2532	5e-06
97673	2335	22.3
97673	2748	0.0086
97673	2660	4.0
97673	3146	13.0
97673	1764	17.0
97673	1735	27.0
97673	3123	22.0
97673	1881	7.0
97673	2797	3.0
97673	2864	14.0
97673	3182	10.0
97673	2500	8.0
97673	1874	10.0
97673	3017	21.0
97673	1887	59.0
97673	2927	6.0
97673	1792	27.0
97673	2666	15.0
97673	1805	256.0
97673	1980	1910.0
97673	2342	1112.0
97673	1728	2495.0
97673	3246	2793.0
97673	1791	0.0
97673	2173	0.0
97910	3209	460.0
97910	2426	95.0
97910	1822	0.0
97910	2438	0.0
97910	2638	0.0
97910	2626	0.0
97910	1837	0.0
97910	3142	0.0
97910	3239	6330.0
97910	1813	4090.0
97910	2620	8010.0
97910	2310	7660.0
97910	2658	0.0
97910	2024	380.0
97910	2643	20140.0
97910	2670	0.0
97910	2082	18.0
97910	2006	0.78
97910	2877	26.0
97910	2554	454.0
97910	1855	7.0
97910	3166	0.19
97910	2843	0.213
97910	3126	0.204
97910	2113	0.0
97910	1729	0.082
97910	2480	0.0
97910	1999	2.11
97910	3072	0.007
97910	2729	0.199
97910	2059	0.0
97910	2388	0.0
97910	2017	23.0
97910	2458	0.013
97910	2156	0.116
97910	1903	1.432
97910	1968	0.397
97910	2055	0.72
97910	2863	0.007
97910	2532	0.0
97910	2660	49.0
97910	3146	85.0
97910	1764	61.0
97910	1735	73.0
97910	3123	73.0
97910	1881	24.0
97910	2797	12.0
97910	2864	49.0
97910	3182	49.0
97910	2500	49.0
97910	1874	73.0
97910	3017	147.0
97910	1887	147.0
97910	2927	73.0
97910	1792	85.0
97910	2666	195.0
97910	1805	0.0
97910	2342	0.0
97910	1728	15.0
97910	3246	8.0
97910	1791	0.0
97910	2173	0.0
97910	2674	2.0
97910	2630	4.0
97910	3112	11.0
97910	3259	0.0
97910	1914	82.0
98713	2864	1439.25
98713	3123	2045.75
98713	2927	1628.75
98713	1874	1371.5
98713	1792	1562.0
98713	2606	11634.0
98713	1903	2.3
98713	1735	2481.25
98713	2660	305.75
98713	3182	4158.5
98713	3246	8.5
98713	2082	186.25
98713	2877	465.0
98713	2554	1071.5
98713	1855	15.75
98713	2843	1.1
98713	3166	5.0
98713	2897	270.0
98713	2416	98.5
98713	2500	1090.0
98713	3146	1408.5
98713	2156	0.25
98713	1764	1709.0
98713	1914	472.0
98713	1887	5931.75
98713	2797	472.0
98713	3017	4103.0
98713	1881	270.0
98713	2666	1978.0
98713	3112	2111.25
98713	2846	3765.25
98713	2006	4.6
98463	3209	6410.0
98463	2426	1199.0
98463	1822	106.0
98463	2438	16.0
98463	2638	2.0
98463	2626	4.0
98463	1837	8.0
98463	3142	1.0
98463	3239	13710.0
98463	1813	0.0
98463	2620	0.0
98463	2310	0.0
98463	2658	1230.0
98463	2024	300.0
98463	3163	0.0
98463	1911	0.0
98463	2747	0.0
98463	2643	1530.0
98463	2670	0.0
98463	2082	114.0
98463	2006	0.57
98463	2877	119.0
98463	2554	95.0
98463	1855	290.0
98463	3166	0.8
98463	2843	0.051
98463	3126	0.216
98463	1759	0.0185
98463	2113	0.045
98463	1729	0.02
98463	2480	0.0
98463	1999	0.125
98463	1762	0.0
98463	3072	0.0
98463	2729	0.0
98463	2059	1.04
98463	2388	0.4
98463	2017	0.0
98463	2458	0.054
98463	2156	0.057
98463	1903	0.739
98463	1968	0.388
98463	2055	0.042
98463	2863	0.00525
98463	2532	6e-05
98463	2335	8.3
98463	2748	0.0051
98463	1805	10.0
98463	1980	65.0
98463	2342	43.0
98463	1728	100.0
98463	3246	117.0
98463	1791	0.0
98463	2173	2.0
98463	2674	41.0
98463	2630	26.0
98463	3112	1138.0
98463	3259	1.0
98463	1914	146.0
97690	3209	21000.0
97690	2643	6700.0
97690	2082	359.0
97690	2006	0.19
97690	2877	806.0
97690	2554	240.0
97690	1855	1638.0
97690	3166	1.64
97690	2017	0.4
97690	2156	0.24
97690	1805	75.0
98190	3209	54170.0
98190	2426	35351.0
98190	1822	23.0
98190	2438	1026.0
98190	2638	7.0
98190	2626	3.0
98190	1837	1329.0
98190	3142	0.0
98190	3239	3320.0
98190	1813	3110.0
98190	2620	0.0
98190	2310	0.0
98190	2658	0.0
98190	2024	0.0
98190	2643	3110.0
98190	2670	0.0
98190	2082	45.0
98190	2006	1.67
98190	2877	426.0
98190	2554	780.0
98190	1855	356.0
98190	3166	3.08
98190	2843	0.476
98190	3126	1.85
98190	1999	10.34
98190	2059	13.44
98190	2388	0.96
98190	2458	0.055
98190	2156	0.087
98190	1903	12.875
98190	1968	0.87
98190	2055	0.292
98190	2335	94.5
98190	2363	0.6
98190	1980	0.0
98190	2342	1.0
98190	1728	20.0
98190	3246	11.0
98190	1791	0.0
98190	2173	0.0
98190	2674	8.0
98190	2630	43.0
98190	3112	3817.0
98190	3259	5.0
98190	1914	2928.0
97461	3209	400.0
97461	1837	0.0
97461	1813	0.0
97461	3163	0.0
97461	2113	0.0
97461	1729	0.01
97461	1762	0.0
97461	2781	0.0
97461	1780	0.0
97461	1999	0.0
97461	2748	0.0
97461	2730	0.0834999999999999
97461	2156	0.421
97461	1903	2.53175
97461	2055	0.06
97461	1968	1.5
97461	3257	16.0
97461	2863	0.032
97461	2532	0.0
97461	2017	2.07
97461	1855	6.5
97461	2554	276.5
97461	2082	13.525
97461	2877	80.55
97461	2006	0.575
97461	2843	0.4499999999999999
97461	3166	0.7035
97461	3030	0.00075
97461	3126	0.0765
97461	2396	0.0055499999999999
97461	1759	0.004885
97461	2755	0.0003
97461	2310	0.0
97461	2620	0.0
97461	2658	0.0
97461	2024	0.0
97461	2643	0.0
97461	3239	0.0
97461	1980	0.0
97461	2342	0.0
97461	1728	0.0
97461	3246	0.0
97461	2674	0.0
97461	2630	0.0
97461	3183	0.0
97461	2846	4.0
97461	3190	0.0
97461	2897	0.0
97461	2416	0.0
97461	3112	43.0
97461	1914	180.5
97461	1767	0.0
97461	2269	0.0
97461	2173	0.0
97461	1791	0.0
97461	1805	0.0
97461	1764	69.0
97461	1735	110.0
97461	3123	94.0
97461	1881	21.5
97461	2797	6.5
97461	2864	43.0
97461	3146	78.0
97461	2660	30.5
97461	3182	86.5
97461	2500	41.0
97461	1874	170.0
97461	3017	150.0
97461	1887	325.0
97461	2927	78.0
97461	1792	82.0
97461	2666	86.5
98584	2825	0.0
98584	2689	0.0
98584	3049	0.0
98584	2352	0.0
98584	1751	0.0
98584	2204	0.0
98584	2588	0.0
98584	2736	0.0
98584	3033	0.0
98584	2314	0.0
98584	2246	0.300000012
98584	2228	0.699999988
98584	2339	0.0
98584	2663	0.0
98584	2349	0.0
98584	2404	0.0
98584	1757	0.699999988
98584	3254	0.708112597
98584	3090	0.67585367
98644	2246	0.0
98644	2339	0.0
98644	1757	0.0
98644	2942	0.0
98644	1830	0.0
98644	2372	0.0
98644	1789	0.0
98644	1723	0.0
98644	2512	0.0
98644	2367	0.0
98644	1953	0.0
98644	2140	0.0
98644	2294	0.0
98644	2786	0.0
98644	2424	0.0
98644	2042	0.0
98644	2740	0.0
98644	2954	0.0
97379	3209	1600.0
97379	1837	0.0
97379	1813	0.0
97379	3163	0.0
97379	2113	0.009
97379	1729	0.0
97379	1762	0.0008
97379	2781	0.0
97379	1780	0.0
97379	1999	1.0
97379	2748	0.0
97379	2730	0.22
97379	2156	0.21
97379	1903	2.665
97379	2055	0.25
97379	1968	0.68
97379	3257	1.2
97379	2863	0.015
97379	2532	0.003
97379	2017	0.5
97379	1855	65.0
97379	2554	394.0
97379	2082	35.0
97379	2877	182.0
97379	2006	0.3
97379	2843	0.036
97379	3166	0.78
97379	3030	0.0155
97379	3126	0.04
97379	2396	0.000821
97379	1759	0.0204
97379	2755	0.00291
97379	2310	0.0
97379	2620	0.0
97379	2658	0.0
97379	2024	0.0
97379	2643	0.0
97379	3239	0.0
97379	1980	0.0
97379	2342	0.0
97379	1728	0.0
97379	3246	0.0
97379	2674	0.0
97379	2630	0.0
97379	3183	0.0
97379	2846	266.0
97379	3190	0.0
97379	2897	0.0
97379	2416	0.0
97379	3112	0.0
97379	1914	0.0
97379	1767	0.0
97379	2269	0.0
97379	2173	266.0
97379	1791	266.0
97379	1805	46.0
97379	1764	900.0
97379	1735	1400.0
97379	3123	1700.0
97379	1881	520.0
97379	2797	130.0
97379	2864	670.0
97379	3146	780.0
97379	2660	140.0
97379	3182	1100.0
97379	2500	410.0
97379	1874	1100.0
97379	3017	1800.0
97379	1887	2300.0
97379	2927	1000.0
97379	1792	670.0
97379	2666	840.0
98319	3209	25240.0
98319	3239	25200.0
98319	1813	25810.0
98319	2620	0.0
98319	2310	0.0
98319	2658	0.0
98319	2024	0.0
98319	2643	25810.0
98319	2670	0.0
98319	2082	63.0
98319	2006	2.53
98319	2877	255.0
98319	2554	90.0
98319	1855	515.0
98319	3166	0.52
98319	2843	0.072
98319	3126	0.207
98319	1759	0.0153
98394	3209	3290.0
98394	2426	853.0
98394	1822	0.0
98394	2438	10.0
98394	2638	0.0
98394	2626	0.0
98394	1837	4.0
98394	3142	2.0
98394	3239	71370.0
98394	1813	340.0
98394	2620	1490.0
98394	2310	50.0
98394	2658	0.0
98394	2024	0.0
98394	2643	1870.0
98394	2670	0.0
98394	2082	12.0
98394	2006	2.99
98394	2877	288.0
98394	2554	311.0
98394	1855	4.0
98394	3166	1.44
98394	2843	0.222
98394	3126	1.262
98394	1759	0.0122
98394	1999	0.5
98394	2059	1.9
98394	2388	0.03
98394	2017	0.0
98394	2458	0.277
98394	2156	0.053
98394	1903	5.187
98394	1968	0.93
98394	2055	0.345
98394	2863	0.01875
98394	3023	0.0002
98394	3016	0.0
98394	2748	0.0064
98394	2660	99.0
98394	3146	291.0
98394	1764	288.0
98394	1735	1013.0
98394	3123	162.0
98394	1881	135.0
98394	2797	154.0
98394	2864	210.0
98394	3182	308.0
98394	2500	156.0
98394	1874	708.0
98394	3017	519.0
98394	1887	1626.0
98394	2927	293.0
98394	1792	608.0
98394	2666	384.0
98394	1980	0.0
98394	2342	0.0
98394	1728	8.0
98394	3246	2.0
98394	1791	0.0
98394	2173	1.0
98394	2674	2.0
98394	2630	3.0
98394	3112	1295.0
98394	3259	0.0
98394	1914	62.0
98066	3209	1655.0
98066	2082	65.0
98066	2006	2.425
98066	2877	43.5
98066	2554	117.5
98066	1855	74.5
98066	3166	0.225
98066	2843	0.0424999999999999
98066	3126	0.0345
98066	1759	0.00255
98066	2113	0.0135
98066	2017	0.0
98066	2458	0.0255
98066	2156	0.0875
98066	1903	0.449
98066	1968	0.176
98066	2055	0.082
98066	2863	0.001875
98066	2532	0.00014
98066	1805	5.0
98066	2660	71.0
98066	3146	136.0
98066	1764	157.0
98066	1735	253.0
98066	3123	134.0
98066	1881	71.0
98066	2797	16.0
98066	2864	145.0
98066	3182	71.0
98066	2500	71.0
98066	1874	98.0
98066	3017	226.0
98066	1887	618.0
98066	2927	71.0
98066	1792	326.0
98066	2666	102.0
98066	1980	71.0
98066	2342	71.0
98066	1728	71.0
98066	3246	73.0
97459	3209	3224.0
97459	2438	14.666666666666666
97459	1837	0.0
97459	1813	0.0
97459	3163	0.0
97459	2113	0.0
97459	1729	0.0005
97459	1762	0.0
97459	2781	0.0
97459	1780	0.0
97459	1999	0.1185714285714285
97459	2748	0.00052
97459	2730	0.421
97459	2156	0.2444
97459	1903	3.3685714285714283
97459	2055	0.4704
97459	1968	0.25475
97459	3257	0.0
97459	2863	0.0413571428571428
97459	2532	0.0
97459	2017	0.0
97459	1855	2.56
97459	2554	147.4
97459	2082	7.6
97459	2877	226.2
97459	2006	3.21
97459	2843	0.5186
97459	3166	2.194
97459	3030	0.005
97459	3126	0.831
97459	2396	0.002
97459	1759	0.0077
97459	2755	0.1595
97459	2310	0.0
97459	2620	0.0
97459	2658	0.0
97459	2024	0.0
97459	2643	170.0
97459	3239	0.0
97459	1980	0.0
97459	2342	0.0
97459	1728	0.0
97459	3246	1.4
97459	2674	0.0
97459	2630	0.0
97459	3183	0.0
97459	2846	0.0
97459	3190	0.0
97459	2897	0.0
97459	2416	0.0
97459	3112	0.0
97459	1914	0.0
97459	1767	0.0
97459	2269	0.0
97459	2173	0.0
97459	1791	0.0
97459	1805	0.0
97459	1764	480.75
97459	1735	1211.5
97459	3123	219.75
97459	1881	212.75
97459	2797	122.25
97459	2864	197.0
97459	3146	284.0
97459	2660	94.25
97459	3182	373.5
97459	2500	197.75
97459	1874	760.0
97459	3017	559.0
97459	1887	1886.3333333333333
97459	2927	219.66666666666663
97459	1792	675.3333333333334
97459	2666	496.3333333333333
97459	2458	0.3056666666666667
97459	1911	0.0
97459	2747	0.0
97459	2480	0.0
97459	3072	0.0
97459	2729	0.0
97459	2335	17.15
98124	3209	5193.333333333333
98124	2438	135.66666666666666
98124	2082	92.66666666666669
98124	2006	2.2533333333333334
98124	2877	232.0
98124	2554	501.0
98124	1855	86.33333333333333
98124	3166	2.5033333333333334
98124	2843	0.4946666666666667
98124	3126	1.2446666666666668
98124	1759	0.0044666666666666
98124	2113	0.0
98124	1762	0.0
98124	2017	2.333333333333333
98124	2458	0.3026666666666667
98124	2156	0.1086666666666666
98124	1903	1.06
98124	1968	0.3753333333333333
98124	2055	0.125
98124	2863	0.1182499999999999
98124	2532	0.0
98124	2660	179.66666666666666
98124	3146	825.6666666666666
98124	1764	1001.6666666666666
98124	1735	1701.6666666666667
98124	3123	1199.0
98124	1881	158.33333333333334
98124	2797	276.6666666666667
98124	2864	843.3333333333334
98124	3182	2405.0
98124	2500	638.6666666666666
98124	1874	804.0
98124	3017	2405.0
98124	1887	5388.0
98124	2927	955.0
98124	1792	915.3333333333334
98124	2666	1159.6666666666667
98124	1805	0.0
98124	3246	4.0
97392	3209	4100.0
97392	1837	0.0
97392	1813	0.0
97392	3163	0.0
97392	2113	0.0352
97392	1729	0.0182
97392	1762	6e-05
97392	2781	0.0
97392	1780	0.0
97392	1999	0.0
97392	2748	0.0
97392	2730	0.048
97392	2156	0.138
97392	1903	0.505
97392	2055	0.046
97392	1968	0.31
97392	3257	2.0
97392	2863	0.001
97392	2532	7e-05
97392	2017	0.65
97392	1855	50.0
97392	2554	204.0
97392	2082	134.0
97392	2877	111.0
97392	2006	0.05
97392	2843	0.05
97392	3166	0.3
97392	3030	0.0
97392	3126	0.0
97392	2396	0.0
97392	1759	0.0
97392	2755	0.0
97392	2310	0.0
97392	2620	0.0
97392	2658	0.0
97392	2024	0.0
97392	2643	4450.0
97392	3239	0.0
97392	1980	103.0
97392	2342	105.0
97392	1728	284.0
97392	3246	135.0
97392	2674	0.0
97392	2630	0.0
97392	3183	0.0
97392	2846	1070.0
97392	3190	0.0
97392	2897	0.0
97392	2416	0.0
97392	3112	119.0
97392	1914	44.0
97392	1767	0.0
97392	2269	0.0
97392	2173	0.0
97392	1791	0.0
97392	1805	11.0
97392	1764	210.0
97392	1735	310.0
97392	3123	290.0
97392	1881	78.0
97392	2797	46.0
97392	2864	180.0
97392	3146	160.0
97392	2660	44.0
97392	3182	120.0
97392	2500	89.0
97392	1874	120.0
97392	3017	210.0
97392	1887	610.0
97392	2927	50.0
97392	1792	370.0
97392	2666	180.0
98493	3209	630.0
98493	2438	1.0
98493	2638	0.0
98493	1837	1.0
98493	1813	1150.0
98493	2620	600.0
98493	2310	740.0
98493	2658	0.0
98493	2024	110.0
98493	2643	2600.0
98493	2670	0.0
98493	2082	7.0
98493	2006	0.95
98493	2877	23.0
98493	2554	28.0
98493	1855	15.0
98493	3166	0.19
98493	2843	0.019
98493	3126	0.074
98493	1999	0.0
98493	2059	0.0
98493	2388	0.0
98493	2458	0.02
98493	2156	0.015
98493	1903	0.248
98493	1968	0.03
98493	2055	0.033
98493	2863	0.008
98493	3016	0.0
98493	2748	0.0
98493	2342	0.0
98493	1728	0.0
98493	3246	0.0
98493	2674	0.0
98493	2630	0.0
98493	3259	0.0
98493	1914	7.0
97990	3209	400.0
97990	2438	0.0
97990	2082	53.0
97990	2006	1.3666666666666665
97990	2877	36.66666666666666
97990	2554	203.3333333333333
97990	1855	98.33333333333331
97990	3166	0.2066666666666666
97990	2843	0.1363333333333333
97990	3126	0.3633333333333333
97990	1759	0.0009
97990	2113	0.0
97990	1762	0.0
97990	2017	100.0
97990	2458	0.0733333333333333
97990	2156	0.2766666666666666
97990	1903	1.1333333333333333
97990	1968	0.0423333333333333
97990	2055	0.1226666666666666
97990	2863	0.0084999999999999
97990	2532	0.0
97990	1805	0.0
97990	3163	0.0
97990	1911	0.0
97990	2747	0.0
97990	2643	1600.0
97990	1729	5.22
97990	2480	0.0
97990	1999	0.425
97990	3072	0.0
97990	2729	0.0
97990	2335	0.3
97990	2748	0.108
97990	2363	0.2
97990	1980	0.0
97990	2342	0.0
97990	1728	0.0
97990	3246	1.0
97990	1791	0.0
97990	2173	0.0
97863	3209	775.0
97863	2438	0.0
97863	3163	0.0
97863	1911	0.0
97863	2747	0.0
97863	2643	8920.0
97863	2082	19.5
97863	2006	0.24
97863	2877	33.5
97863	2554	354.5
97863	1855	19.5
97863	3166	0.23
97863	2843	0.23
97863	3126	0.15
97863	1759	0.0006
97863	2113	0.0
97863	1729	0.374
97863	2480	0.0
97863	1999	0.365
97863	1762	0.0
97863	3072	0.0
97863	2729	5.204
97863	2017	132.65
97863	2458	0.0485
97863	2156	0.035
97863	1903	0.8420000000000001
97863	1968	0.451
97863	2055	0.11
97863	2863	0.03675
97863	2532	0.0
97863	2335	7.6
97863	2748	0.0026
97863	2660	13.5
97863	3146	59.0
97863	1764	57.0
97863	1735	105.0
97863	3123	44.0
97863	1881	10.0
97863	2864	19.0
97863	3182	40.0
97863	2500	13.5
97863	1874	78.5
97863	3017	99.5
97863	1887	204.5
97863	2927	78.5
97863	1792	48.0
97863	2666	46.0
97863	1805	0.0
97863	1980	0.0
97863	2342	0.0
97863	1728	0.0
97863	3246	0.0
97863	1791	0.0
97863	2173	0.0
97515	3209	6100.0
97515	1837	0.0
97515	1813	0.0
97515	3163	0.0
97515	2113	0.0
97515	1729	0.0
97515	1762	0.0
97515	2781	0.0
97515	1780	0.0
97515	1999	0.0
97515	2748	0.0
97515	2730	0.22
97515	2156	0.14
97515	1903	0.6599999999999999
97515	2055	0.09
97515	1968	0.12
97515	3257	0.0
97515	2863	0.0
97515	2532	0.00029
97515	2017	0.0
97515	1855	385.0
97515	2554	165.0
97515	2082	140.0
97515	2877	0.0
97515	2006	1.8
97515	2843	0.077
97515	3166	1.15
97515	3030	0.0
97515	3126	0.0
97515	2396	0.0
97515	1759	0.0
97515	2755	0.0178
97515	2310	0.0
97515	2620	0.0
97515	2658	0.0
97515	2024	0.0
97515	2643	0.0
97515	3239	0.0
97515	1980	0.0
97515	2342	0.0
97515	1728	0.0
97515	3246	0.0
97515	2674	0.0
97515	2630	0.0
97515	3183	0.0
97515	2846	0.0
97515	3190	0.0
97515	2897	0.0
97515	2416	0.0
97515	3112	0.0
97515	1914	0.0
97515	1767	0.0
97515	2269	0.0
97515	2173	0.0
97515	1791	0.0
97515	1805	0.0
97515	1764	0.0
97515	1735	0.0
97515	3123	0.0
97515	1881	0.0
97515	2797	0.0
97515	2864	0.0
97515	3146	0.0
97515	2660	45.0
97913	3209	600.0
97913	2438	0.0
97913	3163	0.0
97913	1911	0.0
97913	2747	0.0
97913	2643	57400.0
97913	2082	74.0
97913	2006	2.8
97913	2877	113.0
97913	2554	628.0
97913	1855	28.0
97913	3166	0.1
97913	2843	0.086
97913	1759	0.0013
97913	2113	0.0
97913	1729	0.018
97913	2480	0.0
97913	1999	0.05
97913	1762	0.0
97913	3072	0.0
97913	2729	0.0
97913	2017	3.5
97913	2458	0.428
97913	2156	0.152
97913	1903	1.938
97913	1968	0.143
97913	2055	0.066
97913	2863	0.0105
97913	2532	0.0
97913	2335	8.6
97913	2748	0.0028
97913	2660	18.0
97913	3123	139.0
97913	1881	14.0
97913	1805	0.0
97913	1980	0.0
97913	2342	0.0
97913	1728	0.0
97913	3246	0.0
97913	1791	0.0
97913	2173	0.0
97329	3209	65700.0
97329	1837	0.0
97329	1813	0.0
97329	3163	0.0
97329	2113	0.0
97329	1729	0.0
97329	1762	0.0
97329	2781	0.0
97329	1780	0.0
97329	1999	0.0
97329	2748	0.0
97329	2730	0.035
97329	2156	0.04
97329	1903	1.01
97329	2055	0.044
97329	1968	0.2
97329	3257	0.0
97329	2863	0.024
97329	2532	0.0
97329	2017	0.0
97329	1855	28.0
97329	2554	750.0
97329	2082	10.8
97329	2877	187.0
97329	2006	3.6
97329	2843	0.55
97329	3166	0.5
97329	3030	0.0003
97329	3126	0.0
97329	2396	0.0058
97329	1759	0.0068
97329	2755	0.146
97329	2310	0.0
97329	2620	0.0
97329	2658	0.0
97329	2024	0.0
97329	2643	6400.0
97329	3239	0.0
97329	1980	437.0
97329	2342	4680.0
97329	1728	4430.0
97329	3246	29800.0
97329	2674	0.0
97329	2630	0.0
97329	3183	0.0
97329	2846	4120.0
97329	3190	0.0
97329	2897	0.0
97329	2416	0.0
97329	3112	1120.0
97329	1914	0.0
97329	1767	0.0
97329	2269	0.0
97329	2173	0.0
97329	1791	0.0
97329	1805	0.0
97329	1764	290.0
97329	1735	510.0
97329	3123	270.0
97329	1881	130.0
97329	2797	120.0
97329	2864	210.0
97329	3146	250.0
97329	2660	85.0
97329	3182	990.0
97329	2500	160.0
97329	1874	340.0
97329	3017	660.0
97329	1887	1400.0
97329	2927	340.0
97329	1792	280.0
97329	2666	360.0
97358	3209	500.0
97358	1837	0.0
97358	1813	14850.0
97358	3163	0.0
97358	2113	0.0
97358	1729	0.02
97358	1762	0.0
97358	2781	0.0
97358	1780	0.0
97358	1999	0.0
97358	2748	0.0
97358	2730	0.03
97358	2156	0.09
97358	1903	1.05
97358	2055	0.13
97358	1968	0.78
97358	3257	0.0
97358	2863	0.021
97358	2532	0.0
97358	2017	1.5
97358	1855	6.0
97358	2554	643.0
97358	2082	50.9
97358	2877	56.0
97358	2006	1.0
97358	2843	0.26
97358	3166	5.1
97358	3030	0.0018
97358	3126	0.4
97358	2396	0.08
97358	1759	0.002
97358	2755	0.033
97358	2310	17200.0
97358	2620	17100.0
97358	2658	0.0
97358	2024	0.0
97358	2643	63900.0
97358	3239	0.0
97358	1980	0.0
97358	2342	0.0
97358	1728	0.0
97358	3246	0.0
97358	2674	0.0
97358	2630	0.0
97358	3183	0.0
97358	2846	0.0
97358	3190	0.0
97358	2897	0.0
97358	2416	0.0
97358	3112	0.0
97358	1914	0.0
97358	1767	0.0
97358	2269	0.0
97358	2173	0.0
97358	1791	0.0
97358	1805	0.0
97358	1764	45.0
97358	1735	86.0
97358	3123	54.0
97358	1881	26.0
97358	2797	42.0
97358	2864	29.0
97358	3146	54.0
97358	2660	54.0
97358	3182	67.0
97358	2500	29.0
97358	1874	93.0
97358	3017	120.0
97358	1887	210.0
97358	2927	90.0
97358	1792	120.0
97358	2666	67.0
97358	3100	0.0
97358	2719	0.0
97358	2339	0.0
97358	2404	0.0
97358	1757	0.0
97358	2466	0.0816666685
97358	2942	0.8616666545
97358	3268	2.7658333355
97358	3211	1.6616666912500002
97358	1830	2.9450000925
97358	2329	1.6883333385
97358	2372	4.329999924
97358	2094	9.01083336275
98639	2246	0.0
98639	2339	0.0
98639	1757	0.0
98639	2942	0.0
98639	1830	20.200000763
98639	2372	0.0
98639	1789	0.0
98639	1723	0.0
98639	2512	0.0
98639	2367	5407.899902344
98639	1953	0.0
98639	2140	0.0
98639	2294	0.0
98639	2786	0.0
98639	2424	0.0
98639	2042	0.0
98639	2740	0.0
98639	2954	0.0
97586	3209	0.0
97586	1837	0.0
97586	1813	2450.0
97586	3163	0.0
97586	2113	0.0
97586	1729	0.0
97586	1762	0.0
97586	2781	0.0
97586	1780	0.0
97586	1999	0.0
97586	2748	0.0
97586	2730	0.0
97586	2156	0.0
97586	1903	0.0
97586	2055	0.0
97586	1968	0.0
97586	3257	0.0
97586	2863	0.0
97586	2532	0.0
97586	2017	0.0
97586	1855	10.0
97586	2554	6.0
97586	2082	20.0
97586	2877	3.0
97586	2006	0.05
97586	2843	0.005
97586	3166	0.013
97586	3030	0.00195
97586	3126	0.0
97586	2396	0.0003
97586	1759	1.5e-05
97586	2755	0.00033
97586	2310	0.0
97586	2620	0.0
97586	2658	0.0
97586	2024	0.0
97586	2643	4950.0
97586	3239	0.0
97586	1980	0.0
97586	2342	0.0
97586	1728	0.0
97586	3246	0.0
97586	2674	0.0
97586	2630	0.0
97586	3183	0.0
97586	2846	0.0
97586	3190	0.0
97586	2897	0.0
97586	2416	0.0
97586	3112	0.0
97586	1914	0.0
97586	1767	0.0
97586	2269	0.0
97586	2173	0.0
97586	1791	0.0
97586	1805	0.0
97586	1764	0.0
97586	1735	0.0
97586	3123	0.0
97586	1881	0.0
