id	node_type
Apple juice	food
MORNINGSTAR FARMS MeatFree Buffalo Wings	food
Grape [Black]	food
Natto	food
Hibiscus tea	food
Imitation cheese	food
Bratwurst	food
T.G.I. FRIDAY'S	food
Hard wheat	food
Pastrami	food
Garlic bread	food
Limonadeice	food
Milk and cereal bar	food
KRAFT	food
Pikeperch	food
Groundnut	food
Chocolate-flavored hazelnut spread	food
Dill weed	food
Eggnog-flavor mix	food
Cracker meal	food
Cranberry	food
Soya milk	food
Gooseberries	food
Honey loaf	food
Plaice	food
Shortening confectionery	food
Balm	food
Leeks	food
Candied fruit	food
Dock	food
Water with added vitamins and minerals	food
MORNINGSTAR FARMS Chik Patties	food
Tamales (Navajo)	food
Cake	food
Fruit punch-flavor drink	food
Chrysanthemum	food
Nougat	food
Wheat germ	food
Custard apple	food
Biscuits	food
Sprat (sardine)	food
Common thyme	food
"DOMINO'S 14"" Pepperoni Pizza"	food
Custard Apple	food
Cowpeas (blackeyes)	food
Strawberries	food
Wonton wrappers (includes egg roll wrappers)	food
Mungo beans	food
KELLOGG	food
Alcoholic beverage	food
Cornmeal	food
Beverage	food
Cranberry-apricot juice drink	food
Molasses	food
Jew's ear	food
Fiddlehead ferns	food
Fluid replacement	food
Oyster	food
Celery seed	food
Collards	food
Taco shells	food
Blackberry juice	food
WORTHINGTON Meatless Corned Beef Roll	food
Kashi TLC Crackers Asiago Cheese	food
Vegetable oil	food
Hominy	food
Coconut oil	food
Litchis	food
Evening-Primrose	food
Currant	food
Basil	food
Tongue	food
Cheese product	food
USDA Commodity peaches	food
Apricot	food
Beet	food
Rice	food
Vanilla extract	food
Sauerkraut	food
Swamp Cabbage	food
Chard	food
Pie	food
MARTHA WHITE FOODS	food
Sweet basil	food
Marzipan	food
Asparagus Bean	food
Water Mint	food
Brazil nut	food
Swisswurst	food
Soyabean oil	food
Coffee and cocoa (mocha) powder	food
SILK Vanilla soy Yogurt (Family size)	food
Naranjilla (lulo) pulp	food
Owl	food
Pumpkin	food
Muscadine grape [Black]	food
MORNINGSTAR FARMS Chik'n Grill Veggie Patties	food
Beets	food
Rose hip	food
Kiwifruit	food
Pepeao	food
Cheesecake commercially prepared	food
Chicory [Red]	food
Sardine	food
Beer	food
Prunes	food
SILK Chocolate	food
Barbecue loaf	food
Olive	food
Flax	food
WORTHINGTON Stripples	food
Chiton	food
Cherry juice	food
Lemon juice	food
Peas and onions	food
POPEYES	food
Radish	food
Feijoa	food
Fruit paste	food
Apple [Cider]	food
Chicken spread	food
Mustard Greens	food
Peanut butter	food
Mammy-apple	food
Ucahuba	food
Tennis Bread	food
Piki bread	food
Peanut	food
Cream puffs	food
Turbot	food
SILK Vanilla	food
HORMEL ALWAYS TENDER	food
Peanuts	food
Grapefruitjuice	food
HOT POCKETS	food
Green Gram	food
Apple jelly	food
Chicory greens	food
Spinach souffle	food
Port	food
LOMA LINDA Tender Bits	food
Welsh onion	food
Brandy	food
Black crowberry	food
Toaster Pastries	food
Common sage	food
Arctic blackberry	food
Abiyuch	food
Oat bran	food
Common cabbage [Purple]	food
Kashi TLC Crackers Fire Roasted Vegetable	food
Cardoon	food
Wild Yam	food
Caper	food
Parsley	food
Lettuce	food
Cream puff	food
Rose hip syrup	food
Turnip greens and turnips	food
Maraschino cherries	food
MORNINGSTAR FARMS Veggie Italian Style Sausage	food
English Walnut	food
Sports drink	food
Bananas	food
SILK Banana-Strawberry soy Yogurt	food
Okra	food
KRAFT BREYERS Lowfat Strawberry Yogurt (1% Milkfat)	food
Dessert topping	food
Beef Pot Pie	food
MISSION FOODS	food
Cocktail mix	food
Pumpkin pie mix	food
Incaparina	food
Brazilnut	food
Wheat flours	food
Smelt	food
Lemongrass	food
Soup	food
Peas and carrots	food
Game meat	food
Black Elder	food
Endive	food
Yambean	food
Torsk	food
Apricot nectar	food
SILK Unsweetened	food
Cloves	food
Campbell's V8 100% Vegetable Juice	food
Whey	food
Split pea with ham soup	food
Bockwurst	food
Chili	food
Oil	food
Pumpkin flowers	food
Celery stalks	food
Muffins	food
Dates	food
Energy drink	food
Guava	food
SILK Strawberry soy yogurt	food
Pancakes	food
Pan Dulce	food
Meat drippings (lard	food
Rice flour	food
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza"	food
Mangosteen	food
WORTHINGTON Chic-Ketts	food
Turnip	food
Turkey breast	food
Rice bowl with chicken	food
Garden Camomile	food
Hake	food
Luxury loaf	food
SILK Very Vanilla	food
Pickles	food
Chicory [Green]	food
Ptarmigan	food
Sallow Thorn	food
Picnic loaf	food
Whiting	food
Lambs quarters	food
Bread sticks	food
Fish oil	food
Raspberry	food
Yoghurt with pear and banana	food
Poppy seed	food
Parsley root	food
Octopus	food
Lemon sole	food
SILK Coffee	food
Soy	food
Sour dressing	food
Lemonade	food
Pearl-sago (potato starch)	food
Bream	food
Yoghurt with fruits	food
Vegetarian stew	food
Loquats	food
Spaghetti	food
Meat extract	food
Clementines	food
Common cabbage [White]	food
Dutch brand loaf	food
Longans	food
APPLEBEE'S	food
Rowal	food
Ginkgo	food
Sour cherry	food
Rolls	food
Desserts	food
Vitasoy USA Organic Nasoya Sprouted	food
Vegetable juice cocktail	food
Perch	food
Norway pout	food
Garden cress	food
Summer Squash	food
Date Palm	food
SILK Vanilla soy yogurt (single serving size)	food
Borage	food
Lasagna	food
Pie crust	food
Fish broth	food
Margarine-like spread with yogurt	food
Tofu yogurt	food
"DOMINO'S 14"" Cheese Pizza"	food
WORTHINGTON Vegetable Skallops	food
Pasta with Sliced Franks in Tomato Sauce	food
Hazelnut	food
Persimmon	food
MORNINGSTAR FARMS Breakfast Pattie made with Organic Soy	food
Elephant Garlic	food
Fast Foods	food
Entrees	food
Brussels sprouts	food
Whale meat	food
Mustard greens	food
Sherbet	food
Strawberry Guava	food
Frybread	food
Carrot juice	food
Peanut oil	food
Animal fat	food
Yautia (tannier)	food
Headcheese	food
Macaroni	food
LOMA LINDA Tender Rounds with Gravy	food
Thyme	food
Crab apple	food
Margarine	food
Potato	food
Olive oil	food
Chicken pot pie	food
Garlic	food
Hush puppies	food
Strawberry	food
Wheat flour	food
Nut	food
Milk	food
Girasol	food
Sea cucumber	food
Amaranth grain	food
Sarson	food
Sauce	food
Jujube	food
Walnuts	food
Pastry with poppy seeds	food
Medlar	food
KRAFT BREAKSTONE'S FREE Fat Free Sour Cream	food
Pepper spice [Green]	food
Highbush blueberry	food
Lemon balm	food
Meal supplement drink	food
Pummelo	food
Celery flakes	food
Doughnuts	food
Turkey sausage	food
Mamey	food
Bacon	food
Rye kernels	food
Prickly pears	food
Fruit	food
Pie fillings	food
HORMEL	food
MORNINGSTAR FARMS Meal Starters Chik'n Strips	food
MORNINGSTAR FARMS Veggie Sweet and Sour Chik'n	food
Frankfurter	food
Melon balls	food
Tomato sauce	food
Pigeonpea	food
Whitebread	food
Dumplings	food
Eggs	food
Cocoa	food
Goat	food
Rice and Wheat cereal bar	food
Chilli pepper [Green]	food
Milk dessert	food
Corn dogs	food
Black Pepper	food
Popovers	food
Mollusks	food
Taro	food
Vegetable and fruit juice drink	food
New zealand spinach	food
Potato crisps	food
Pineapple juice	food
Cassava	food
Bagels	food
Black huckleberry	food
KRAFT BREYERS Smooth & Creamy Lowfat Strawberry Yogurt (1% Milkfat)	food
O=CC1=CSC=C1	molecule
CC(C)=CCC1=C2OC(CC(=O)C2=C(O)C=C1O)C1=CC=C(O)C=C1	molecule
COC1=CC=C(C=O)C=C1	molecule
COC1=CC(OC2OCC3C2COC3C2=CC3=C(OCO3)C=C2)=CC=C1O	molecule
CC[C@H](CC[C@@H](C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)\C=C\C1=CC=C(O)C(OC)=C1)C(C)C	molecule
CCCCC(CC)CO	molecule
OC(=O)C(O)=O.CCN(CC)CCOC(=O)C(CC1CCCO1)CC1=CC=CC2=CC=CC=C12	molecule
CC(C)C1CCC(C)C2=CC=C(C)C=C12	molecule
CC(=O)C(C)=O	molecule
CC(CCC=C(C)C)CC(O)=O	molecule
CCC(C)CO	molecule
OC(=O)C1=C(O)C=CC=C1O	molecule
CC(=C)C1CCC2(CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12)C(O)=O	molecule
OC1=CC(O)=C2C(=O)CC(OC2=C1)C1=CC=CC=C1	molecule
CC(C)C1=C2CCC(C)=CCC2(C)CC1	molecule
OC1=CC(O)=CC(O)=C1	molecule
C[C@@](O)(CCO)CC(O)=O	molecule
CCCCCC(O)CC(=O)CCC1=CC=C(O)C(OC)=C1	molecule
OCCC1=CC(O)=C(OC2OC(CO)C(O)C(O)C2O)C=C1	molecule
OC[C@@H]1O[C@H](OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O)[C@H]1O	molecule
CC(C)CC(O)=O	molecule
NC(CCSCC(N)C(O)=O)C(O)=O	molecule
CCCCCCCCCC(O)=O	molecule
C\C(\C=C\C=C(/C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C	molecule
C\C=C(/C)C(=O)O[C@@H]1C[C@@]2(C)O[C@](O)(C=C2)\C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12	molecule
OCC1OC(OC2=CC(O)=C3C(=O)C(=COC3=C2)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
COC1=CC(=CC(OC)=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1	molecule
[H][C@]12CO[C@H](C3=CC(OC)=C(O)C(OC)=C3)[C@@]1([H])CO[C@@H]2C1=CC(OC)=C(O)C(OC)=C1	molecule
CC1=CC[C@@H]2C[C@H]1C2(C)C	molecule
CC(C)CC(N)C(O)=O	molecule
CC(C)(O)[C@@H]1CC[C@](C)(O1)C=C	molecule
COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=C1OC1OC(CO)C(O)C(O)C1O)C(OC1OC(CO)C(O)C(O)C1O)=CC(O)=C2	molecule
CC1=CCC2C(C1)C2(C)C	molecule
[Cl-].C[S+](C)CCC(N)C(O)=O	molecule
CC1=C(SC=N1)C=C	molecule
CCOC(=O)CC(C)C	molecule
CC(=O)OCC1=CCC(CC1)C(C)=C	molecule
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=C(C(O)=CC(O)=C4)C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
CC(=O)OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	molecule
COC1=CC(OC)=C(\C=C\C)C=C1OC	molecule
CC(C)C12CC1C(C)C(O)C2	molecule
COC1=CC(CC2COC(C2CO)C2=CC=C(O)C(OC)=C2)=CC=C1O	molecule
CC(C)=CCC\C(C)=C\CC\C(C)=C\C=O	molecule
CC(=O)C1=NC(C)=CS1	molecule
OCC1OC(OC2C(OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C3=CC(O)=C(O)C=C3)OC(CO)C(O)C2O)C(O)C(O)C1O	molecule
OC[C@H]1O[C@@H](OC2=CC(O)=CC3=[O+]C(=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C23)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C(O)=C2O	molecule
CC(C)[C@H](C)CC[C@@H](C)C1CCC2C3=CCC4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C	molecule
COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2[C@H](OC[C@H]3O[C@@H](OC4=C(OC5=C(C(O)=C(OC)C(O)=C5)C4=O)C4=CC=C(O)C(O)=C4)[C@H](O[C@@H]4OC[C@](O)(CO)[C@H]4O)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C1	molecule
OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1	molecule
OC1=CC=C(\C=C\C(=O)O[C@@H]2CC3=C(O[C@@H]2C2=CC(O)=C(O)C(O)=C2)C=C(O)C=C3O)C=C1	molecule
[Se]	molecule
N(C1=CC=CC=C1)C1=CC=CC=C1	molecule
CC(C)=CCCC1(C)C2CC3C(C2)C13C	molecule
[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)CCCC(C)C	molecule
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C	molecule
CCC(C)C(N)C(O)=O	molecule
CNCCC1=CC=CC=C1	molecule
OC[C@H]1O[C@H](OC[C@H]2O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	molecule
CC\C=C\C\C=C/C\C=C\C\C=C\CCCCC(O)=O	molecule
OC1[C@H](OC2=CC(O)=CC(O)=C2[C@@H]1C1=C(O)C2=C(C=C1O)[C@H](O)[C@H](OC2)C1=CC=C(O)C(O)=C1)C1=CC(O)=C(O)C=C1	molecule
O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1O)C(O)=O	molecule
CC1=CC=CC(O)=C1O	molecule
CCCCCCCCCCCCCCCCCCCCCCCC(O)=O	molecule
O[C@@H]1COC(=O)C2=C(C(O)=C(O)C(O)=C2)C2=C(O)C(O)=C(O)C=C2C(=O)O[C@H]1[C@H](OC(=O)C1=CC(O)=C(O)C(O)=C1)[C@@H](OC(=O)C1=CC(O)=C(O)C(O)=C1)C(O)=O	molecule
COC(=O)CC(=O)OC	molecule
OC(CC(O)=O)C(O)=O	molecule
[H][C@@]12CCCN1CC=C2COC(=O)[C@](O)(C(C)C)[C@H](C)O	molecule
C\C=C(/C(C)C)CC[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C	molecule
OC1=CC(C=O)=CC(O)=C1O	molecule
COC1=CC(\C=C\C(=O)O[C@@H]2C[C@](O)(C[C@@H](O)[C@@H]2O)C(O)=O)=CC=C1O	molecule
CCCCCC(=O)OCC	molecule
CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C	molecule
COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(O)=C2O	molecule
NC(CCC(O)=N)C(O)=O	molecule
CC(CC(=O)C=C(C)C)C1CCC(=C)C=C1	molecule
COC1=CC(CC2COC(=O)C2CC2=CC(C(CO)C(=O)C3=CC=C(O)C(OC)=C3)=C(O)C(OC)=C2)=CC=C1O	molecule
CC(C)C1=CC2=C(C)CCCC2(C)CC1	molecule
CCCCCCO	molecule
C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2OC2=C(OC3=CC(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
OCC(O)C(O)C(O)C=O	molecule
[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)OC(CC1=CC(O)=C(O)C=C1)C(O)=O	molecule
CC1=CNC2=C1C=CC=C2	molecule
CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCC(O)=O	molecule
OC(=O)[C@@H]1CCCN1	molecule
COC1=CC(=CC=C1O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)C1=C(OC)C(=O)C2=C(O1)C=C(O)C(OC)=C2O	molecule
NC1=CC=CC=C1	molecule
[H][C@@]1(CCC(C)=CC1)[C@](C)(O)CCC=C(C)C	molecule
C\C(CC\C=C(\C)C=O)=C/CCC(=C)C=C	molecule
O[C@H]1[C@H](O)[C@@H](O)[C@H](OC(=O)CC2=CNC3=CC=CC=C23)[C@H](O)[C@@H]1O	molecule
[H][C@]1(C(C)=C)C(=O)C2=C(C[C@]1(C)C=C)OC=C2C	molecule
COC(=O)CC(C)CCC=C(C)C	molecule
NC(CCCNC(O)=N)C(O)=O	molecule
CC1OC(OCC2OC(OC3C(O)C(C)OC(OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CCC(C)(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C=C)C3O)C(O)C(O)C2O)C(OC(=O)C(\C)=C\CC\C(C)=C\CC\C(C)=C\CCC(C)(OC2OC(CO)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C=C)C(O)C1O	molecule
COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(COC(=O)\C=C\C3=CC=C(O)C=C3)C(O)C(O)C1O)C(O)=CC(O)=C2	molecule
CCC(=O)CCSC	molecule
N[C@@H](CS)C(O)=O	molecule
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	molecule
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	molecule
CC(C)(C=C)C1=C(O)C2=C(OC(C)(C)C=C2)C2=C1OC(=O)C=C2	molecule
CC#CC1=CC=C(S1)C1=CC=C(S1)C=O	molecule
CC(C)C1CC(O)C(C)CC1=O	molecule
C1OC2=C(O1)C=C(OC1OCC3C1COC3C1=CC3=C(OCO3)C=C1)C=C2	molecule
OCC1OC(C(O)C(O)C1O)C1=C(O)C(C2OC(CO)C(O)C(O)C2O)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1	molecule
CCCCCCCCCCCCCC=O	molecule
OCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O	molecule
CC(C)(O)[C@H](O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2	molecule
O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C(O)=C2)[C@H]1OC(=O)\C=C\C1=CC=C(O)C(O)=C1)C(O)=O	molecule
COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2O	molecule
CC12C3CC(CC13)C2(C)C	molecule
O=C1NC2=C(N1)C(=O)NC(=O)N2	molecule
OC1C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(COC(=O)C2=CC(O)=C(O)C(O)=C2)OC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
OCC1OC(CO)(OCC2(OC3OC(CO)C(O)C(O)C3O)OC(CO)C(O)C2O)C(O)C1O	molecule
COC1=CC(CC2COC(=O)C2CC2=CC(OC)=C(O)C(=C2)C(CO)C(O)C2=CC=C(O)C(OC)=C2)=CC2=C1OC(C2CO)C1=CC=C(O)C(OC)=C1	molecule
[H][C@]1(COC(=O)CCC(O)=O)O[C@@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
OC[C@H]1O[C@@H](OC2=CC=C(C=C2O)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O)[C@H](O)[C@@H](O)[C@@H]1O	molecule
[Ti]	molecule
CCCCCCC\C=C\C=O	molecule
OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
OCC(O)CO	molecule
NC1=CC=C(C=C1)C(O)=O	molecule
OC(=O)\C=C\C1=CC(O)=C(O)C=C1	molecule
C[C@@H]1CC[C@H]([C@@H](C1)OC(C)=O)C(C)=C	molecule
CCCCCCCC(C)O	molecule
CC#CC#CC#CC#CC#CC=C	molecule
CC1C2C3=CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CCC1(C)O	molecule
O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O	molecule
CC(=O)O[C@H]1CO[C@@H](OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@H](O)[C@H]1O	molecule
[H][C@]1(CO)O[C@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@@]([H])(O)[C@]1([H])O	molecule
COC1=CC(\C=C\C(=O)O[C@@H]2C[C@@](O)(C[C@@H](O)[C@H]2O)C(O)=O)=CC=C1O	molecule
COC1=C(OC)C(OC)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1	molecule
[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C	molecule
CC(C)CO	molecule
CC1=CC=CC=C1C	molecule
CC1OC(C)=C(O)C1=O	molecule
CCCCCCOC(C)=O	molecule
COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CCC5C4CC[C@@]3([H])C2)[C@H](C)CCC(C)C(C)C)=C1	molecule
[H][C@@]12C=C(C)CC[C@]1([H])[C@@](C)(O)CC[C@H]2C(C)C	molecule
OC1=CC=C(C=C)C=C1	molecule
C[C@@H]1CC[C@H](CC1=O)C(C)=C	molecule
CC(O)C(O)=O	molecule
CCCCCCCCCO	molecule
COC1=C2OC(C(C(O)=O)C2=CC(\C=C\C(O)=O)=C1)C1=CC=C(O)C(OC)=C1	molecule
CC(C)C1=CC(C(C)=C)C(C)(CC1)C=C	molecule
COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1	molecule
CC(C)=CCC(CO)C(C)=C	molecule
[Na]	molecule
CC(C)C12CCC(C)(CC1)O2	molecule
CC1CCC2=C(C1)OC=C2C	molecule
COC1=C(O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1	molecule
[H]\C(C#CC#CC#CC)=C(\[H])C1OC1CCCO	molecule
CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
[AsH3]	molecule
[H]\C(CC)=C(\[H])CC=O	molecule
COC1=C(O)C=CC(\C=C/C(=O)NCCCCN)=C1	molecule
OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2	molecule
CC\C=C(\C)C=O	molecule
CC1=CC(=S)CC1	molecule
CC(=O)OCC1CCC(C)(C=C)C(C(C)=C)C1(C)C	molecule
[Co]	molecule
OC1=CC(=CC(O)=C1O)C1OC2=C(CC3=C4OC(C(CC4=C(O)C=C3O)OC(=O)C3=CC(O)=C(O)C(O)=C3)C3=CC(O)=C(O)C(O)=C3)C(O)=CC(O)=C2CC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
CC(CCC=C(C)C)C1CC(O)C(=C)C=C1	molecule
CC(C)C1CCC(=C)C2CCC(C)=CC12	molecule
CC(C)C(=C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C	molecule
COC1=C(O)C=CC(\C=C\C(=O)NC2=CC=C(O)C=C2C(O)=O)=C1	molecule
C[C@H](N)C(O)=O	molecule
OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	molecule
CC(C)C1CCC(=C)C2CCC(C)(O)C=C12	molecule
OC[C@@H](O)[C@@H](O)[C@H](O)C=O	molecule
CC\C=C/C[C@@H]1O[C@H]1[C@@H](O)\C=C/CCCCCCCC(O)=O	molecule
O\C(\C=C\C1=CC=C(O)C=C1)=C/C(=O)/C=C/C1=CC=C(O)C=C1	molecule
CC1C2C(CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CC(O)C(C)CO1	molecule
CSCC[C@H](N)C(O)=O	molecule
OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
NC1=NC2=C(N=C(C=N2)[C@H](O)[C@H](O)CO)C(=O)N1	molecule
CCCCCCCCCCC	molecule
COC(=O)\C=C(/C)CCC=C(C)C	molecule
C[C@@H]1CCC2[C@@H]3CO[C@]4(C)CC[C@]12C[C@H]34	molecule
N[C@@H](CCC(O)=O)C(O)=O	molecule
CC1=CC(=O)CC(C)(C)C1	molecule
CCCCCCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1	molecule
CC1=CC=CC=C1	molecule
COC1=CC(CNC(=O)CCCCCCCC(C)C)=CC=C1O	molecule
CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2	molecule
[H][C@@]1(O)CO[C@@]([H])(O[C@@]2([H])[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC=C(O)C=C3)O[C@]([H])(CO)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O	molecule
[H][C@]1(CC(=O)C2=C(O1)C=C(OC)C=C2O)C1=CC=C(O)C=C1	molecule
O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O	molecule
COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1	molecule
CC(C)[C@@H]1CC[C@H](C)CC1=O	molecule
COC1C2OC(=O)C3(CCCC(C)(C)C23)C2=C(O)C(O)=C(C=C12)C(C)C	molecule
CC(=C)C1CCC(C)(C=C)C(C1)C(C)=C	molecule
CC(CCC1(O)OC2CC3C4CC(O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O	molecule
CC(C)C1=CCC(C=O)=CC1	molecule
[H][C@]1(COC(=O)\C=C\C2=CC(OC)=C(O)C=C2)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
OC(=O)C1=CN=CC=C1	molecule
COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2	molecule
