id	node_type
CC1(C)OC1COC1=C2C=CC(=O)OC2=CC2=C1C=CO2	molecule
OC1CC2=C(O)C=C(O)C(C3C(O)C(OC4=CC(O)=CC(O)=C34)C3=CC(O)=C(O)C(O)=C3)=C2OC1C1=CC(O)=C(O)C(O)=C1	molecule
OC1=CC(=CC(O)=C1O)C(=O)OC1OC2COC(=O)C3=C(C(O)=C(O)C(O)=C3)C3=C(O)C(O)=C(O)C=C3C(=O)OC2C(OC(=O)C2=CC(O)=C(O)C(O)=C2)C1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
OC(CNC(=O)\C=C\C1=CC=C(O)C=C1)C1=CC=C(O)C=C1	molecule
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O	molecule
CC1(C)CCC[C@]2(C)[C@@H]1CC[C@]1(C)O[C@](C)(CC[C@@H]21)C=C	molecule
CC(=O)OC[C@H]1O[C@@H](OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
CC\C=C/C\C=C/C\C=C\C\C=C/C\C=C/CCCC(O)=O	molecule
COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2	molecule
CC(C)C(=C)CCC(C)C1CCC2C3=CCC4C(C)C(O)CCC4(C)C3CCC12C	molecule
CC(C)=CCC\C(C)=C/C\C=C(/C)C=C	molecule
[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](CC)C(C)C	molecule
[Ta]	molecule
CC(C)=CCC\C(C)=C/CCC(C)=O	molecule
CCCCCCCCCC(C)=O	molecule
OC(=O)C1=C(O)C=C(O)C=C1	molecule
OC1=C(O)C2=C3C(=C1)C(=O)OC1=C3C(=CC(O)=C1O)C(=O)O2	molecule
OCC(O)C1OC(=O)C(=O)C1=O	molecule
CCCCCCCCCCOC(C)=O	molecule
OC1COC(O)(C(O)C1O)C1C2OC(=O)C3=C(C(O)=C(O)C(O)=C13)C1=C(C=C(O)C(O)=C1O)C(=O)OC2C1OC(=O)C2=C(C(O)=C(O)C(O)=C2)C2=C(C=C(O)C(O)=C2O)C(=O)OCC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
CC1OC(OCC2OC(OC3=CC(O)=C4C(=O)CC(OC4=C3)C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
N[C@@H](CS(=O)CC=C)C(O)=O	molecule
[Sr++]	molecule
COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=C1O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C(O)=CC(O)=C2	molecule
O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C(C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3C1[C@@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C(O)=C1)=C(O)C=C2O	molecule
CSSC	molecule
COC1=CC(\C=C\C(=O)O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@@H](O)[C@H](O)[C@H]2OC(=O)\C=C\C2=CC=C(O)C(OC)=C2)=CC=C1O	molecule
CC1CCC2(C)CCC3(C)C(=CCC4C5(C)CCC(=O)C(C)(C)C5CCC34C)C2C1C	molecule
CC1OC(OCC2OC(OC3=CC4=C(C(=O)CC(O4)C4=CC=C(O)C(O)=C4)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
C\C1=C\CC\C(C)=C/C2C(CC1)C2(C)C	molecule
CC(C)C(=C)CCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C	molecule
[H][C@]12C(=C)CC[C@@]1([H])[C@]1(C)CC[C@@]([H])(C(C)C)[C@]21[H]	molecule
COC1=CC(CC2C(O)OCC2C(O)C2=CC=C(O)C(OC)=C2)=CC=C1O	molecule
CC(C)[C@@H]1CCC(C)=C[C@@H]1O	molecule
[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]1([H])O	molecule
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C=C2)[C@@H]1O)C(O)=O	molecule
CC(C)=CCOC1=C2C=CC(=O)OC2=CC2=C1C=CO2	molecule
CCCCCCCO	molecule
CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O	molecule
CC(CCO)CCC=C(C)C	molecule
CC(C)C1CC=C(C)C2CCC(C)=CC12	molecule
CC[C@H](CC[C@@H](C)[C@H]1CCC2C3=CC[C@@]4([H])C[C@H](CC[C@]4(C)C3CC[C@]12C)OC(=O)\C=C\C1=CC(OC)=C(O)C=C1)C(C)C	molecule
CC1C2C(CC3C4CC=C5CC(O)CC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CCC(C)CO1	molecule
S1C=NC2=CC=CC=C12	molecule
O[C@@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC2=C(C(O)=C(O)C=C2[C@H]2OC3=C(C[C@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=CC(O)=C3)C(=O)C(O)=C1	molecule
COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H]2[C@@H](C)CC(=O)[C@H]12	molecule
CCCCCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCCCC	molecule
OC1CC2=C(O)C=C(O)C=C2OC1C1=CC(=O)C(O)=C2C(O)=C(O)C(O)=CC2=C1	molecule
[H][C@]12C3C(=C)CC[C@@]1([H])[C@]3(C)CC[C@H]2C(C)C	molecule
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	molecule
CC(CCC1(O)OC2CC3C4CC(O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O	molecule
COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=CC(O)=C2	molecule
CCN=C(O)CCC(N)C(O)=O	molecule
C\C=C(\C)C(=O)O[C@@H]1C[C@@]2(C)O[C@@H]2C[C@H](O)[C@H](CO)C[C@H]2OC(=O)C(=C)[C@H]12	molecule
C\C(C=O)=C\C1=CC=CC=C1	molecule
CCCCCCCCCCCCCCCCCCCCC	molecule
CC(C)CCOC(=O)CC(C)C	molecule
[Ge]	molecule
CCCCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1	molecule
OCC1OC(OC2=CC3=C(C(O)=C2)C(=O)C(OC2OC(COC(=O)CC(O)=O)C(O)C(O)C2O)=C(O3)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	molecule
C\C(CO)=C/CNC1=NC=NC2=C1NC=N2	molecule
OC1=CC2=C(C(O)=C1O)C(=O)C=C(O2)C1=CC=CC=C1	molecule
O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C(O)=C1	molecule
NC1=NC(O)=C(OC2OC(CO)C(O)C(O)C2O)C(N)=N1	molecule
CC(C)C1=CC=C(CO)C=C1	molecule
CC(C)C1CCC(C)=CC1=O	molecule
CC(C)N	molecule
OCC1OC(OC2=CC(\C=C/C3=CC=C(O)C(O)=C3)=CC(O)=C2)C(O)C(O)C1O	molecule
CC(C)=CCC\C(C)=C/CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C	molecule
OC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O	molecule
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O	molecule
CC1CCC(CC1OC(C)=O)C(C)=C	molecule
CC(C)=CCCC1=COC=C1	molecule
CCC(CCC(C)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C)C(C)C	molecule
CC(C)=CCCC(=C)C=C	molecule
CC(C)C1CC(=O)C(C)CC\C=C(C)/CC1=O	molecule
O=CCCC1=CC=CC=C1	molecule
[SnH4]	molecule
CC(C)C12CC1C(=C)CC2	molecule
CSS\C=C/C	molecule
O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC(O)=C(O)C=C1	molecule
CC(C)[C@@]12C[C@@H]1[C@](C)(O)CC2	molecule
COC1=C(O)C=CC=C1	molecule
CCCCCCCCCCCCCCO	molecule
N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O	molecule
C[C@@H]1O[C@@H](OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C)[C@H](O)[C@H](O[C@@H]2O[C@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](OC(=O)C(\C)=C\[C@H](O)C\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
COC1=CC=C(\C=C/CC(C=C(C)C)\C=C(\C)C=C)C=C1	molecule
CC(C)C12CC1C(C)(O)CC2	molecule
CC(=C)C1CCC(C)=CC1	molecule
OCC1OC(OC2=CC(O)=CC(O)=C2)C(O)C(O)C1O	molecule
C1CSCSC1	molecule
OCC1OC(OCC2OC(OC(C#N)C3=CC=CC=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
COC1=CC(CC2(O)C(CC3=CC(OC)=C(OC)C=C3)COC2=O)=CC=C1O	molecule
CC1(C)[C@H](O)CC[C@@]2(C)[C@@H]3CC[C@@](C)(C=C)C=C3C(=O)C[C@H]12	molecule
OC1C(O)C(COC(=O)CC(O)=O)OC(OC2=CC3=C(C(O)=C2)C(=O)C(=CO3)C2=CC=C(O)C=C2)C1O	molecule
CC(C)CCCCCCCCCCCCCCCCCCC(O)=O	molecule
CCCCC=O	molecule
NCCC1=CNC2=CC=C(O)C=C12	molecule
CC(=O)O[C@H]1C[C@H](CC=C1C)C(C)=C	molecule
[H][C@@]1(O)[C@@H]2OC(=O)C3=C1C(O)=C(O)C(O)=C3C1=C(C=C(O)C(O)=C1O)C(=O)O[C@H]2[C@H](O)[C@H](O)COC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
OC(=O)C1=CC(O)=C(O)C(OC(=O)C2=CC(O)=C(O)C(O)=C2)=C1	molecule
N1C2=CC=CC=C2SC2=CC=CC=C12	molecule
CCCCCCCCCCCCCCCCCCCCCC	molecule
CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(O)=O	molecule
C\C1=C\CC\C(C)=C/C(O)C2C(C1)OC(=O)C2=C	molecule
CCCSSCC=C	molecule
OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C(O)=C(O)C(O)=C2O	molecule
COC1=CC2=C(C=CC(=O)O2)C=C1\C=C\C(C)(C)O	molecule
CC\C=C/C[C@@H]1O[C@H]1[C@H](O)\C=C/CCCCCCCC(O)=O	molecule
OC(=O)CCC1=CC=C(O)C=C1	molecule
OC1C(C\[O+]=C(/O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C(OC3=CC(O)=CC(=O)C3=C2)C2=CC(O)=C(O)C=C2)C(O)C1O	molecule
CC1=NC(C)=C(C)O1	molecule
OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@@H]4[C@H](O)[C@H](O)[C@H](O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O	molecule
CO[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)[C@H]1O	molecule
CC(C)C1CCC(C)=CC1O	molecule
CC1OC(OC2C(O)C(O)C(COC(=O)CC(O)=O)OC2OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C=C3)C(O)=C2)C(O)C(O)C1O	molecule
CC1OC(OCC2OC(OC3C(O)C(C)OC(OC\C(C)=C\CC\C(C)=C/CC\C(C)=C\CCC(C)(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C=C)C3O)C(O)C(O)C2O)C(OC(=O)C(\C)=C/C(O)C\C(C)=C/CC\C(C)=C/CCC(C)(OC2OC(CO)C(O)C(O)C2O)C=C)C(O)C1O	molecule
COC1=CC2=C(C=C1O)[C@H]([C@@H]1COC(=O)[C@@H]1C2)C1=CC=C(O)C(OC)=C1	molecule
C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
C\C=C(/C(C)C)CC[C@@H](C)C1CCC2C3=CCC4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C	molecule
CC1=CCC2(C)CCCC(C)(C)C22CC12	molecule
CC(=C)C1CC=C(C)C(=O)C1	molecule
COC1CC(CC2COC(=O)C2CC2CCC(O)C(C2)OC)CCC1O	molecule
CC1OC(OC2C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	molecule
OC[C@H](O)[C@H](O)[C@@H](O)C=O	molecule
COC1=CC=C2NC=C(CCNC(C)=O)C2=C1	molecule
CCCC(N)C(O)=O	molecule
[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(OC)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O	molecule
CC(C)C1=CC2=C(C(O)=C1O)C1(CCCC(C)(C)C1CC2)C(O)=O	molecule
CC(C)CCCCCCCCCCCC\N=C(\C)O	molecule
OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@@H](O2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1	molecule
[H][C@]1(CO)O[C@@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(COC(=O)CC(O)=O)O[C@@]([H])(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)[C@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
OC(=O)CC(OC(=O)\C=C\C1=CC=C(O)C=C1)C(O)=O	molecule
CSCCCN=C=S	molecule
N	molecule
OC1=CC=CC=C1C=O	molecule
[H]C1(C[O+]=C(O)C=CC2=CC(O)=C(O)C=C2)O[C@@]([H])(OC2=C(OC3=CC(O)=CC(=O)C3=C2)C2=CC(O)=C(O)C=C2)C([H])(O)C([H])(O)[C@]1([H])O	molecule
COC1=C(C(=O)\C=C\C2=CC=C(O)C=C2)C(O)=C(CC=C(C)C)C(O)=C1	molecule
CC1=CC(C)=C(O)C(C)=C1	molecule
NCCC1=CC=CC=C1	molecule
CCC1=CC=CO1	molecule
OC[C@H]1O[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
OC1=CC(O)=C2CC(OC(=O)C3=CC(O)=C(O)C(O)=C3)C(OC2=C1)C1=CC(O)=C(O)C2=C1C=C(C=C(O)C2=O)C1OC2=CC(O)=CC(O)=C2CC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
CC(=C)C1CCC(CO)=CC1	molecule
OCC(O)C(O)C(O)C(=O)CO.OCC1OC(O)(CO)C(O)C1O.OCC1(O)OCC(O)C(O)C1O	molecule
OC1=CC(O)=C2C[C@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](OC2=C1)C1=CC(O)=C(O)C(O)=C1	molecule
NOCC1=CC(OP(O)(O)=O)=C(Br)C=C1	molecule
CCC(C)COC(C)=O	molecule
O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C(O)=C1)C=C(O)C=C2O	molecule
CCCNCCC	molecule
COC1=C(C=CC(C)=C1)C(C)C	molecule
O[C@H]1CC2=C(O)C=C(O)C([C@H]3[C@H](O)[C@H](OC4=C([C@H]5[C@H](O)[C@H](OC6=CC(O)=CC(O)=C56)C5=CC(O)=C(O)C=C5)C(O)=CC(O)=C34)C3=CC(O)=C(O)C=C3)=C2O[C@@H]1C1=CC(O)=C(O)C=C1	molecule
CCC=O	molecule
O=C1C(=COC2=CC=CC=C12)C1=CC=CC=C1	molecule
COC1=C(OC)C=C2C=CC(=O)OC2=C1	molecule
CCC(C)CCCC(C)CCCC(C)C	molecule
O=C\C=C/C1=CC=CC=C1	molecule
CC(C)[C@]12CC1C(C)[C@H](O)C2	molecule
CCCCC\C=C/C\C=C\CCCCCCCC(=O)OCC	molecule
CCCCCCCCCCCCCCCC(=O)OCC	molecule
C\C1=C\CC\C(C)=C/C2OC(=O)C(=C)C2CC1	molecule
COC1=CC(\C=C\C)=CC=C1O	molecule
CCCCCCCCC=O	molecule
OC(=O)\C=C\C1=CC=CC=C1O	molecule
[Hg]	molecule
[H][C@@]12C3C(=C)CC[C@]1([H])[C@]3(C)CC[C@H]2C(C)C	molecule
CC1(C)C2CCC(C)(C2)C1O	molecule
CCN	molecule
COC(=O)CC1\C(=C\C)C(OC2OC(CO)C(O)C(O)C2O)OC=C1C(=O)OC	molecule
C[N+](C)(C)CCO	molecule
CCC\C=C\CO	molecule
OOO	molecule
O[C@H]1CC2=C(O)C=C(O)C([C@@H]3[C@@H](O)[C@H](OC4=CC(O)=CC(O)=C34)C3=CC=C(O)C(O)=C3)=C2O[C@@H]1C1=CC=C(O)C(O)=C1	molecule
OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O	molecule
[H][C@@]12CC[C@H]([C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=O)[C@@]2([H])C[C@H](O)[C@H](O)C[C@]12C	molecule
CC(C)C(O)=O	molecule
CCCCCCCC(O)=O	molecule
CC1=CC=CC2=CC=CC=C12	molecule
CC(=O)OC(C)(C)C1CCC(C)=CC1	molecule
[H]\C(=C(\[H])C1=C(O)C(O)=C(O)C=C1)C(O)=O	molecule
OC1OC2COC(=O)C3=C(C(O)=C(O)C(O)=C3)C3=C(C=C(O)C(O)=C3O)C(=O)OC2C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)OC12	molecule
COC1=CC(CNC(=O)CCCCC\C=C\C(C)C)=CC=C1O	molecule
COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)C2=C(O)C=C(O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)C=C2O1	molecule
CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
NCCCC[C@H](NC=O)C(N)=O	molecule
CCC\C=C1\OC(=O)C2=C1CCCC2	molecule
OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O	molecule
CC1=CC=CC=C1C=O	molecule
CCCCCCCCCC	molecule
[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
[H]\C(CCCC)=C(\[H])/C(/[H])=C(\[H])C=O	molecule
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1)C(O)=O	molecule
CC(C)=CCCC(C)=O	molecule
OC1=CC(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1	molecule
COC1=CC(\C=C\C(O)=O)=CC(OC)=C1O	molecule
COC1=C(O)C=C(\C=C/C)C=C1	molecule
COC1=CC(\C=C\C(=O)O[C@H]2[C@H](OC[C@H]3O[C@@H](OC(=O)\C=C\C4=CC(OC)=C(O)C(OC)=C4)[C@H](OC(=O)\C=C\C4=CC=C(O)C(OC)=C4)[C@@H](O)[C@@H]3O)O[C@H](CO)[C@@H](O)[C@@H]2O)=CC=C1O	molecule
C[N+](C)(C)CC([O-])=O	molecule
COC1=CC(CC2COCC2CC2=CC(OC)=C(O)C=C2)=CC=C1O	molecule
CC(C)CCCC(C)CCCC(C)CCCC(C)C	molecule
CC1=C2CC(CCC2(C)CCC1)C(C)(C)O	molecule
COC1=CC=C(\C=C/C)C=C1	molecule
C\C=C/C1=CC=C(OCC=C(C)C)C=C1	molecule
CCCCCCCC=CCO	molecule
CCC.CCO.OCC(O)COP(O)(O)=O	molecule
CCCCC	molecule
OC(=O)\C=C\C1=CC=C(O)C=C1	molecule
CC(=C)[C@H]1CC[C@@](C)(O)CC1	molecule
CC(C)C1CCC(C)C23CC=C(C)C2C13	molecule
CN	molecule
[W]	molecule
OCC=CC1=CC=CC=C1	molecule
C[N+]1(C)CCC[C@H]1C([O-])=O	molecule
C\C1=C\CC(C)(C)\C=C/C\C(C)=C/CC1	molecule
OCC(O)C1OC(=O)C2(O)C3=C(OC12O)C=C(O)C1=C3OC(C(C1)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1	molecule
[Mo]	molecule
OC(=O)CCC1=CC=C(O)C(O)=C1	molecule
CC1(C)C2CCC(=C)C3CCC(C)(O)C3C12	molecule
CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C/C=C\C=C(\C)/C=C\C=C(/C)CC\C=C(/C)CCC=C(C)C	molecule
OCC1OC(O)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)OC2C1O	molecule
[H][C@]1(CO)O[C@@]([H])(OC2=CC(O)=CC(O)=C2C(=O)CCC2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
COC1=CC(=CC=C1O)C1=C(O)C(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3O)C=C2O1	molecule
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=CC(C)=C2O1	molecule
O[C@H]1[C@H](OC2=C([C@@H]1C1=C(O)C=C(O)C3=C1O[C@@H]([C@@H](C3)OC(=O)C1=CC(O)=C(O)C(O)=C1)C1=CC(O)=C(O)C(O)=C1)C(O)=CC(O)=C2)C1=CC=C(O)C(O)=C1	molecule
OCC1OC(OC2=CC(O)=C3C(=O)C(O)=C(OC3=C2)C2=CC(O)=C(OC3OC(CO)C(O)C(O)C3O)C=C2)C(O)C(O)C1O	molecule
[Cs]	molecule
COC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC(O)=C(O)C=C1	molecule
CC(C)=CCCC(C)(OC(C)=O)C=C	molecule
N#N	molecule
O[C@H]1[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O	molecule
[Cr]	molecule
O=CCC1=CC=CC=C1	molecule
CCCCCCCCC(C)O	molecule
COC(=O)CCSC	molecule
CC1=CC[C@@H](CC1)C(C)(C)O	molecule
C[C@@H]1O[C@@H](OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C)[C@H](O)[C@H](O[C@@H]2O[C@H](CO[C@H]3O[C@@H](C)[C@H](O)[C@@H](OC(=O)C(\C)=C\[C@H](O)C\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)\C(=C/C)C1CC(O)=O	molecule
CC(C)C1CCC(C)=C(O)C1=O	molecule
OC1=CC(O)=C2C(OC(=C(O)C2=O)C2=CC(O)=C(O)C(O)=C2)=C1	molecule
CO	molecule
OC1COC2(O)C1OC(=O)C2(O)CC1=CNC2=CC=CC=C12	molecule
COC1=CC=C(C=C1)C(C)=O	molecule
CC1OC(OC2C(O)C(OCCC3=CC(O)=C(O)C=C3)OC(CO)C2OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	molecule
C[C@@H]1CC[C@H](C[C@@H]1O)C(C)=C	molecule
O[C@@H]1CC(O)(C(=O)O)C[C@@H](O)C1OC(=O)\C=C\C1=CC=C(O)C=C1	molecule
CC12C3C(OC1=O)C=C1CC(C)(CCC1C31CCC2(O)OC1)C=C	molecule
CCCCCCCCCCCCCCCC=C	molecule
COC(C(O)=O)C1=CC=CC=C1	molecule
CCCCCCCCCCCCCCC(=O)OCC	molecule
CC12CCC(CC1)C(C)(C)O2	molecule
CCCCCCCCC=CCCCCCCCCCCCC(O)=O	molecule
COC1=CC(CC2C(CC3=CC=C(O)C(OC)=C3)COC2=O)=CC2=C1OC(C2CO)C1=CC=C(O)C(OC)=C1	molecule
COC1=CC=C(C=C1)C1CC(=O)C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)C=C2O1	molecule
O=C(OCC1=CC=CC=C1)\C=C/C1=CC=CC=C1	molecule
C\C=C(/C)\C=C\C=C(\C)CCC=C(C)C	molecule
C[C@@H]1CC[C@@H]2[C@H]([C@H]3[C@@H]1CCC3=C)C2(C)C	molecule
CCCCCCCCCCCO	molecule
[H][C@]1([C@@H](O)[C@H](OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1)C1=C2O[C@@H]([C@H](O)[C@@]([H])(C3=C(O)C=C(O)C4=C3O[C@@H]([C@H](O)C4)C3=CC(O)=C(O)C=C3)C2=C(O)C=C1O)C1=CC(O)=C(O)C=C1	molecule
CC(C)C1=CC(O)=C(C)C=C1	molecule
COC1=CC(=CC=C1O)C1=CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](COC(=O)CC(O)=O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O	molecule
[H][C@]1(COC(=O)CCC(O)=O)O[C@@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
COC1=CC(\C=C\C(=O)O[C@@H]2C[C@@](O)(C[C@@H](OC(=O)\C=C\C3=CC=C(O)C(OC)=C3)[C@H]2O)C(O)=O)=CC=C1O	molecule
C=CC1SCC=CS1	molecule
