id	name	node_type
1823	OC[C@H]1O[C@@H](OC2=CC=C(C=C2O)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O)[C@H](O)[C@@H](O)[C@@H]1O	molecule
1824	[Ti]	molecule
1825	CCCCCCC\C=C\C=O	molecule
1826	OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
1827	[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
1828	OCC(O)CO	molecule
1829	NC1=CC=C(C=C1)C(O)=O	molecule
1830	OC(=O)\C=C\C1=CC(O)=C(O)C=C1	molecule
1831	C[C@@H]1CC[C@H]([C@@H](C1)OC(C)=O)C(C)=C	molecule
1832	CCCCCCCC(C)O	molecule
1833	CC#CC#CC#CC#CC#CC=C	molecule
1834	CC1C2C3=CCC4C5(C)CCC(=O)C(C)(C)C5CCC4(C)C3(C)CCC2(C)CCC1(C)O	molecule
1835	O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O	molecule
1836	CC(=O)O[C@H]1CO[C@@H](OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@H](O)[C@H]1O	molecule
1837	[H][C@]1(CO)O[C@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@@]([H])(O)[C@]1([H])O	molecule
1838	COC1=CC(\C=C\C(=O)O[C@@H]2C[C@@](O)(C[C@@H](O)[C@H]2O)C(O)=O)=CC=C1O	molecule
1839	COC1=C(OC)C(OC)=C2OC(=CC(=O)C2=C1O)C1=CC=C(O)C=C1	molecule
1840	[H][C@@]12CC[C@@H](C)[C@]11C[C@@H](C(C)=CC1)C2(C)C	molecule
1841	CC(C)CO	molecule
1842	CC1=CC=CC=C1C	molecule
1843	CC1OC(C)=C(O)C1=O	molecule
1844	CCCCCCOC(C)=O	molecule
1845	COC1=C(O)C=CC(\C=C\C(=O)O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CCC5C4CC[C@@]3([H])C2)[C@H](C)CCC(C)C(C)C)=C1	molecule
1846	[H][C@@]12C=C(C)CC[C@]1([H])[C@@](C)(O)CC[C@H]2C(C)C	molecule
1847	OC1=CC=C(C=C)C=C1	molecule
1848	C[C@@H]1CC[C@H](CC1=O)C(C)=C	molecule
1849	CC(O)C(O)=O	molecule
1850	CCCCCCCCCO	molecule
1851	COC1=C2OC(C(C(O)=O)C2=CC(\C=C\C(O)=O)=C1)C1=CC=C(O)C(OC)=C1	molecule
1852	CC(C)C1=CC(C(C)=C)C(C)(CC1)C=C	molecule
1853	COC1=C(OC)C=C(C=C1)C1=CC(=O)C2=C(OC)C(OC)=C(OC)C=C2O1	molecule
1854	CC(C)=CCC(CO)C(C)=C	molecule
1855	[Na]	molecule
1856	CC(C)C12CCC(C)(CC1)O2	molecule
1857	CC1CCC2=C(C1)OC=C2C	molecule
1858	COC1=C(O)C=CC(=C1)C1=C(OC2OC(CO)C(O)C(O)C2O)C(=O)C2=C(O)C=C(O)C=C2O1	molecule
1859	[H]\C(C#CC#CC#CC)=C(\[H])C1OC1CCCO	molecule
1860	CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C(O)=C3)C(O)C(O)C2O)C(O)C(O)C1O	molecule
1861	[AsH3]	molecule
1862	[H]\C(CC)=C(\[H])CC=O	molecule
1863	COC1=C(O)C=CC(\C=C/C(=O)NCCCCN)=C1	molecule
1864	OC1=CC2=C(C=C1)C1=C(O2)C2=C(OC1=O)C=C(O)C=C2	molecule
1865	CC\C=C(\C)C=O	molecule
1866	CC1=CC(=S)CC1	molecule
1867	CC(=O)OCC1CCC(C)(C=C)C(C(C)=C)C1(C)C	molecule
1868	[Co]	molecule
1869	OC1=CC(=CC(O)=C1O)C1OC2=C(CC3=C4OC(C(CC4=C(O)C=C3O)OC(=O)C3=CC(O)=C(O)C(O)=C3)C3=CC(O)=C(O)C(O)=C3)C(O)=CC(O)=C2CC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
1870	CC(CCC=C(C)C)C1CC(O)C(=C)C=C1	molecule
1871	CC(C)C1CCC(=C)C2CCC(C)=CC12	molecule
1872	CC(C)C(=C)C(O)C(O)C(C)C1CCC2C3CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C	molecule
1873	COC1=C(O)C=CC(\C=C\C(=O)NC2=CC=C(O)C=C2C(O)=O)=C1	molecule
1874	C[C@H](N)C(O)=O	molecule
1875	OCC1OC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)C(O)C1O	molecule
1876	CC(C)C1CCC(=C)C2CCC(C)(O)C=C12	molecule
1877	OC[C@@H](O)[C@@H](O)[C@H](O)C=O	molecule
1878	CC\C=C/C[C@@H]1O[C@H]1[C@@H](O)\C=C/CCCCCCCC(O)=O	molecule
1879	O\C(\C=C\C1=CC=C(O)C=C1)=C/C(=O)/C=C/C1=CC=C(O)C=C1	molecule
1880	CC1C2C(CC3C4CC=C5CC(O)CC(OC6OC(CO)C(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C5(C)C4CCC23C)OC11CC(O)C(C)CO1	molecule
1881	CSCC[C@H](N)C(O)=O	molecule
1882	OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
1883	NC1=NC2=C(N=C(C=N2)[C@H](O)[C@H](O)CO)C(=O)N1	molecule
1884	CCCCCCCCCCC	molecule
1885	COC(=O)\C=C(/C)CCC=C(C)C	molecule
1886	C[C@@H]1CCC2[C@@H]3CO[C@]4(C)CC[C@]12C[C@H]34	molecule
1887	N[C@@H](CCC(O)=O)C(O)=O	molecule
1888	CC1=CC(=O)CC(C)(C)C1	molecule
1889	CCCCCCCCCCCCCCCCCCCCCCCCCC1=CC(O)=CC(O)=C1	molecule
1890	CC1=CC=CC=C1	molecule
1891	COC1=CC(CNC(=O)CCCCCCCC(C)C)=CC=C1O	molecule
1892	CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2	molecule
1893	[H][C@@]1(O)CO[C@@]([H])(O[C@@]2([H])[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC=C(O)C=C3)O[C@]([H])(CO)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O	molecule
1894	[H][C@]1(CC(=O)C2=C(O1)C=C(OC)C=C2O)C1=CC=C(O)C=C1	molecule
1895	O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC[C@H]2O[C@@H](OC3=CC(O)=C4C(=O)C=C(OC4=C3)C3=CC=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O	molecule
1896	COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC)C(OC)=C2O1	molecule
1897	CC(C)[C@@H]1CC[C@H](C)CC1=O	molecule
1898	COC1C2OC(=O)C3(CCCC(C)(C)C23)C2=C(O)C(O)=C(C=C12)C(C)C	molecule
1899	CC(=C)C1CCC(C)(C=C)C(C1)C(C)=C	molecule
1900	CC(CCC1(O)OC2CC3C4CC(O)C5CC(CCC5(C)C4CCC3(C)C2C1C)OC1OC(CO)C(OC2OC(CO)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C1O)COC1OC(CO)C(O)C(O)C1O	molecule
1901	CC(C)C1=CCC(C=O)=CC1	molecule
1902	[H][C@]1(COC(=O)\C=C\C2=CC(OC)=C(O)C=C2)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
1903	OC(=O)C1=CN=CC=C1	molecule
1904	COC1=C(O)C=CC(=C1)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2	molecule
1905	C\C(CC\C=C(/C)CC(O)\C=C(/C)C(O)=O)=C/CCC(C)(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C=C	molecule
1906	CCCCCC(O)CC	molecule
1907	CC1CCC2=C1CC(CCC2C)=C(C)C	molecule
1908	CC(C)C1=CC=C(C=C1)C(O)=O	molecule
1909	CC1CCC2C(C)=CC3(O)OC12CC3=C(C)C	molecule
1910	[H][C@]1(CC(=O)OCCC2=CC=C(O)C=C2)\C(=C\C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(=O)OC	molecule
1911	CN1C=NC2=C1C(=O)N(C)C(=O)N2C	molecule
1912	CCCC\C=C\C=O	molecule
1913	CC(C)=CCC\C(C)=C/COC=O	molecule
1914	CC\C=C/C\C=C/C\C=C/CCCCCCCC(O)=O	molecule
1915	[H][C@]1(CC=C(C)C=C1)C(C)C	molecule
1916	CC(=C)C1CCC(C)=CC1=O	molecule
1917	CC(C)CCCC(C)CCO	molecule
1918	CC1=CC(C)=C(C)C=C1	molecule
1919	NCC1=CC=CC=C1	molecule
1920	OC1=CC=C(C=O)C=C1O	molecule
1921	CC(C)=CCC[C@]1(C)[C@H]2C[C@@H]1C(C)=CC2	molecule
1922	CC(=O)\C=C\C1=C(C)CCCC1(C)C	molecule
1923	COC1=C(OC)C=C(C=O)C=C1	molecule
1924	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H]2O)[C@H]1O	molecule
1925	CCCCCCOC(=O)CCC	molecule
1926	C[C@@H]1CC[C@@H](CC1=O)C(C)=C	molecule
1927	C\C(CC(O)\C=C(/C)C(O)=O)=C/CC\C(CO)=C\CCC(C)(OC1OC(CO)C(O)C(O)C1O)C=C	molecule
1928	CC(C)=CCC1=C(O)C=C2OC(CC(=O)C2=C1O)C1=CC=C(O)C=C1	molecule
1929	[H]\C(CCC)=C1\OC(=O)C2=C1CCC=C2	molecule
1930	CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/CCCCCCCC	molecule
1931	OC1=CC=CC=C1O	molecule
1932	COC1=C(O)C=CC(=C1)C1=C(OC2OC(C(O)C(O)C2O)C(O)=O)C(=O)C2=C(O)C=C(O)C=C2O1	molecule
1933	CC(C)C1(CCC(C)=CC1)OC(C)=O	molecule
1934	OC1CC2=C(O)C=C(O)C=C2OC1C1=CC(O)=C(O)C2=C1C=C(C=C(O)C2=O)C1OC2=CC(O)=CC(O)=C2CC1O	molecule
1935	COC1=C(O)C=CC(\C=C/C(/O)=N/CCC2=CC=C(O)C=C2)=C1	molecule
1936	O=C(OCC1=CC=CC=C1)C1=CC=CC=C1	molecule
1937	CCCSSC	molecule
1938	OC[C@H]1OC(O[C@H]2[C@H](O)[C@@H](O)C(O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	molecule
1939	O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1C1=C(C=C(O)C(O)=C1O)[C@H]1OC3=C(C[C@H]1O)C(O)=CC(O)=C3)C=C(O)C=C2O	molecule
1940	OC1CNC(C1)C(O)=O	molecule
1941	[Ca++].[O-]C(=O)C([O-])=O	molecule
1942	[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3	molecule
1943	[Ce]	molecule
1944	CC1(C)[C@H]2C[C@H](O)C3=C[C@@](C)(CC[C@H]3[C@]2(C)CCC1=O)C=C	molecule
1945	CC(CCOC(C)=O)CCC=C(C)C	molecule
1946	COC(=O)C1=CO[C@@H](O)\C(=C\C)[C@@H]1CC(=O)OCCC1=CC=C(O)C=C1	molecule
1947	CC(=O)OC1C2(C)CCC(C2)C1(C)C	molecule
1948	COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	molecule
1949	[Ag]	molecule
1950	OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2	molecule
1951	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](COC(O)=O)O[C@H]2OC2=C(OC3=CC(O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
1952	COC1=CC(\C=C\C(=O)CC(=O)\C=C\C2=CC=C(O)C=C2)=CC=C1O	molecule
1953	COC1=CC=C(CC=C)C=C1	molecule
1954	C[C@@H]1O[C@@H](OC\C(C)=C/CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C)[C@H](O)[C@H](O[C@@H]2O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](OC(=O)C(\C)=C\CC\C(C)=C\CC\C(C)=C\CC[C@](C)(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C=C)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O	molecule
1955	CC(C)=CCOC1=CC=C(C=C1)C(=O)\C=N\O	molecule
1956	OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C1O	molecule
1957	COC1=CC2=C(C=CC(=O)O2)C=C1C=O	molecule
1958	O[Si](O)(O)O	molecule
1959	CC(CC(=O)C=C(C)C)C1=CCC(C)=CC1	molecule
1960	[H][C@]1(CO)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]1([H])O	molecule
1961	OC(=O)\C=C/C1=CC=C(O)C=C1	molecule
1962	COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O	molecule
1963	OC(=O)\C=C\C1=CC=CC(O)=C1	molecule
1964	CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2C3=CCC4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C	molecule
1965	OC1=CC=C(CC=C)C=C1	molecule
1966	NC(=O)NC1NC(=O)NC1=O	molecule
1967	C[C@@H]1O[C@@H](OC2=CC(O)=C3C(OC(C4=CC=C(O)C=C4)=C(O[C@@H]4O[C@H](COC(C)=O)[C@H](O)[C@H](O)[C@H]4O)C3=O)=C2)[C@H](O)[C@H](O)[C@H]1O	molecule
1968	CC(C)(CO)C(O)C(=O)NCCC(O)=O	molecule
1969	[H][C@@]12CC(C)(C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O	molecule
1970	OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O	molecule
1971	C=CCN=C=S	molecule
1972	CCCCCC=CC(=O)CCC1=CC(OC)=C(O)C=C1	molecule
1973	CCCCC1CCC(=O)O1	molecule
1974	COC1=C(O)C=CC(CNC(=O)CCCC\C=C/C(C)C)=C1	molecule
1975	[Pb++]	molecule
1976	FC(F)(F)C(F)(F)C(F)(F)F	molecule
1977	CCCCCCCCCCCC	molecule
1978	OC(=O)CCC(=O)C(O)=O	molecule
1979	O[C@@H]1CO[C@H]([C@@H](O)[C@@H]1O)C1=C(O)C2=C(OC(=CC2=O)C2=CC=C(O)C=C2)C([C@@H]2OC[C@@H](O)[C@@H](O)[C@@H]2O)=C1O	molecule
1980	CCCCCC(O)=O	molecule
1981	O[C@@H]1C[C@@](O)(C[C@@H](OC(=O)\C=C\C2=CC=C(O)C=C2)[C@H]1O)C(O)=O	molecule
1982	[H][C@@]12C=C(C)CCC1=C(C)CC[C@H]2C(C)C	molecule
1983	CC#CC#CC#C\C=C\C=C\C=C	molecule
1984	COC1=C2C=CC=CC2=C2OC(C)(C)C=CC2=C1	molecule
1985	CCNC	molecule
1986	CC1C2C(CC3C4CC=C5CC(O)CCC5(C)C4CCC23C)OC11CCC(C)CO1	molecule
1987	CCCCCCCC(CCC)CCCCC	molecule
1988	COC1=CC(=CC=C1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC(OC)=C(O)C(OC)=C1	molecule
1989	CC(CCO)CCCC(C)(C)O	molecule
1990	OC[C@H]1O[C@@H](O[C@H](C#N)C2=CC=CC=C2)[C@H](O)[C@@H](O)[C@@H]1O	molecule
1991	O=[Fe]	molecule
1992	OC1COC(OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)C(O)C1O	molecule
1993	COC1=CC=C(C=C1)C1=COC2=CC(O)=CC(O)=C2C1=O	molecule
1994	COC1=C(O)C=CC(\C=C\C2=CC(=O)CC(O2)C2=CC(OC)=C(O)C=C2)=C1	molecule
1995	CCNCC	molecule
1996	COC1=CC(=CC(OC)=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	molecule
1997	O[C@@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C([C@H]1[C@H](O)[C@H](OC3=C1C(O)=CC(O)=C3)C1=CC(O)=C(O)C(O)=C1)=C(O)C=C2O	molecule
1998	CCCCCCCCC(C)(C)CO	molecule
1999	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCC2=C(O1)C(C)=C(C)C(O)=C2C	molecule
2000	OC1C(O)C2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(C=C(O)C(O)=C3O)C(=O)OCC2OC1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
2001	O=C(\C=C\C=C\C1=CC2=C(OCO2)C=C1)N1CCCCC1	molecule
2002	COC1=C(O)C=CC(CNC(=O)CCCCCCC(C)C)=C1	molecule
2003	CC(=O)OCCCC1=CC=CC=C1	molecule
2004	[Li]	molecule
2005	C1=CC=CC=C1	molecule
2006	[Fe]	molecule
2007	S=C=NCCC1=CC=CC=C1	molecule
2008	C[C@@H](CCC=C)C1=CC=C(C)C=C1	molecule
2009	CCCCCCOC(=O)CCCCC	molecule
2010	CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C	molecule
2011	CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
2012	OC1C(OC(=O)C2=CC(O)=C(O)C(O)=C2)OC2COC(=O)C3=CC(=O)C4(O)OC5=C(O)C(O)=CC(=C5C3C4(O)O)C(=O)OC2C1OC(=O)C1=CC(O)=C(O)C(O)=C1	molecule
2013	[H]\C(=C(\[H])C1=CC(O)=C(O)C=C1)C(=O)C1=C(O)C=C(O)C=C1	molecule
2014	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O	molecule
2015	OC1=CC2=C(C[C@@H](OC(=O)C3=CC(O)=C(O)C(O)=C3)[C@H](O2)C2=CC(O)=C(O)C=C2C2=C(C=C(O)C(O)=C2O)[C@H]2OC3=C(C[C@H]2OC(=O)C2=CC(O)=C(O)C(O)=C2)C(O)=CC(O)=C3)C(O)=C1	molecule
2016	CC(C)[C@H](C)CC[C@@H](C)C1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C	molecule
2017	[H][C@@]1(OC(=O)C(O)=C1O)[C@@H](O)CO	molecule
2018	COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1O[C@H]1O[C@H](CO)[C@@H](O)[C@@H]1O)C(O)=CC(O)=C2	molecule
2019	C\C(\C=C\C=C(/C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=C\C=C\C=C(/C)\C=C\C=C(\C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	molecule
2020	CC(C)COC(=O)C1=CC=CC=C1C(=O)OCC(C)C	molecule
2021	O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O	molecule
2022	OC[C@H]1O[C@@H](OC2=CC3=C(C(O)=C2)C(=O)C=C(O3)C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@](O)(CO)[C@H]2O)[C@@H](O)[C@@H]1O	molecule
2023	CC12C3C(OC1=O)C=C1CC(C)(CCC1C3(C)CCC2=O)C=C	molecule
2024	OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O	molecule
2025	NCC(O)C1=CC=C(O)C=C1	molecule
2026	COC1=CC=C(\C=C/C2=CC(OC3OC(CO)C(O)C(O)C3O)=CC(O)=C2)C=C1O	molecule
2027	CC1CC(=O)CC2CCCCN12	molecule
2028	CC1OC(OC2C(O)C(O)C(CO)OC2OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C(O)=C3)C(O)=C2)C(O)C(O)C1O	molecule
2029	CC(C)=C1CCC(C)(O)CC1	molecule
2030	[H][C@]1(O)CO[C@@]([H])(OC2=CC3=C4C(OC(=O)C5=CC(O)=C(O)C(OC3=O)=C45)=C2O)[C@]([H])(O)[C@@]1([H])O	molecule
2031	CCCCC1OC(=O)C2=C1C=CC=C2	molecule
2032	CC(C)C1CCC(=C)C=C1	molecule
2033	COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1	molecule
2034	C\C(CCCO)=C\C=C/C=C(/C)\C=C\C=C(\C)/C=C/C12OC1(C)CC(O)CC2(C)C	molecule
2035	C[C@@H]1[C@@H]2C[C@H](CC1=O)C2(C)C	molecule
2036	COC1=C(O)C(O)=CC(=C1)C1=[O+]C2=C(C=CC(O)=C2)C=C1OC1OC(C)C(O)C(O)C1O	molecule
2037	C1=CC=C(C=C1)C1=[O+]C2=CC=CC=C2C=C1	molecule
2038	OCC1OC(OC2=CC=CC3=C2NC(=O)C3(O)CC(O)=O)C(O)C(O)C1O	molecule
2039	C1OC2=C(O1)C=C(C=C2)C1OCC2C1COC2C1=CC2=C(OCO2)C=C1	molecule
2040	OC[C@H]1OC([C@@H](O)[C@@H]1O)C1=C2OC(=CC(=O)C2=C(O)C(C2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)=C1O)C1=CC=C(O)C=C1	molecule
2041	COC1=C2OCOC2=C(OC)C(CC=C)=C1	molecule
2042	CC(C)C1=CC2=C(C(O)=C1O)C13CCCC(C)(C)C1C(OC3=O)C2O	molecule
2043	[H]\C(C)=C(/C)C(=O)O[C@@]1([H])[C@]([H])(OC(C)=O)[C@]2(CO)[C@]([H])(O)C[C@]3(C)C(=CCC4([H])[C@@]5(C)CC[C@]([H])(O[C@]6([H])O[C@]([H])(C(O)=O)[C@@]([H])(O[C@]7([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]7([H])O)[C@]([H])(O)[C@@]6([H])O[C@]6([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@](C)(CO)C5([H])CC[C@@]34C)C2([H])CC1(C)C	molecule
2044	CC1(C)[C@@H]2CC[C@@]1(C)[C@H](O)C2	molecule
2045	OCC1OC(OC2CC3=C(OC2C2=CC(O)=C(O)C=C2)C=C(O)C=C3O)C(O)C(O)C1O	molecule
2046	OCC1OC(OC(=O)\C=C\C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	molecule
2047	CC(C)[C@@H]1CC[C@H](C)C[C@H]1O	molecule
2048	CC1CCC=C2CCC(CC12C)C(C)=C	molecule
2049	OC1=CC(O)=C(CC(OC(=O)C2=CC(O)=C(O)C(O)=C2)C(C2=CC(O)=C(O)C(O)=C2)C2=C3OC(C(CC3=C(O)C=C2O)OC(=O)C2=CC(O)=C(O)C(O)=C2)C2=CC(O)=C(O)C(O)=C2)C(O)=C1	molecule
2050	CC(=C)C1CC=C(C)C(O)C1	molecule
2051	OCC1OC(OC(=O)\C=C\C2=CC=C(O)C=C2)C(O)C(O)C1O	molecule
2052	CCCCCCCCCCO	molecule
2053	CC(C)CCCC(=O)CCC(C)C	molecule
2054	OC(=O)C1=C(OC2=C(O)C3=C4C(=C2)C(=O)OC2=C(O)C(O)=CC(C(=O)O3)=C42)C(O)=C(O)C(O)=C1	molecule
2055	CC1=C(O)C(CO)=C(CO)C=N1	molecule
2056	CCCCCCC\C=C/C(O)C#CC#CC(O)C=C	molecule
2057	[H][C@]1(CC(=O)OCCC2=CC(O)=C(O)C=C2)\C(=C\C)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C1C(=O)OC	molecule
2058	CC(C)[C@H]1CC=C(C)[C@H]2CCC(C)=C[C@@H]12	molecule
2059	CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=CC(O)=C(C)C(C)=C2O1	molecule
2060	[Cl-]	molecule
2061	CCCCCCCCCCCCCCCCCC(=O)OCC	molecule
2062	CC(C)CN=C=S	molecule
2063	CC(=O)C1=CC=CO1	molecule
2064	C[N+]1=CC=CC(=C1)C([O-])=O	molecule
2065	CCCCC\C=C/C\C=C/CCCCCC=C	molecule
2066	CCO[C@@]12C[C@H](O)[C@@](C)(C[C@@H](OC(=O)C(\C)=C\C)[C@@H]3[C@@H](CC1CO)OC(=O)C3=C)O2	molecule
2067	CNCCC1=CC=C(O)C=C1	molecule
2068	[H]C1=C([H])C2=C(O1)C([H])=C([H])C1=C2OC(=O)C([H])=C1[H]	molecule
2069	COC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O	molecule
2070	O[C@H]1CO[C@H](O[C@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O	molecule
2071	OC1=CC=C(\C=C\C(=O)OCC2CCN3CCCC23)C=C1	molecule
2072	CC(C)[C@@H]1CC[C@H](C)C2=CC=C(C)C=C12	molecule
2073	[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O	molecule
2074	[H][C@]12C[C@]([H])([C@@]([H])(CO)CC1)C2(C)C	molecule
2075	CC(C)[C@H]1CC[C@]2(C)[C@H]3C[C@@H]4[C@H](C13)[C@]24C	molecule
2076	CC(C)C1CCC(C)(O)C2CCC(C)=CC12	molecule
2077	[H][C@]1(CO)O[C@@]([H])(OC2=C3C=C(OC4=CC(O)=CC([O+]=C2C2=CC(OC)=C(O)C(OC)=C2)=C34)C2=CC=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O	molecule
2078	CC(C)(O)[C@@H]1CC[C@@]2(C)CCCC(=C)[C@@H]2C1	molecule
